gene_id/transcript_id	SJINF053_211_withinKeepPairs
HDLBP-030	0.0
HDLBP-046	54.08
HDLBP-057	3.34
HDLBP-008	5.06
HDLBP-037	46.24
HDLBP-052	7.76
HDLBP-034	62.99
HDLBP-045	2.3
HDLBP-040	5.15
HDLBP-038	1.52
HDLBP-047	35.26
HDLBP-050	14.63
HDLBP-049	4.03
HDLBP-055	0.0
HDLBP-005	107.61
HDLBP-053	5.84
HDLBP-043	4.57
HDLBP-023	23.28
HDLBP-063	0.0
HDLBP-007	1.09
HDLBP-039	0.0
PPP1R7-001	58.63
PPP1R7-005	0.0
PPP1R7-019	19.08
PPP1R7-009	0.0
PPP1R7-006	0.0
PPP1R7-002	150.7
PPP1R7-003	132.83
PPP1R7-023	0.0
PPP1R7-010	151.31
PPP1R7-015	0.0
PPP1R7-004	23.14
PPP1R7-012	0.0
PPP1R7-007	83.69
PPP1R7-017	2.68
PPP1R7-011	0.0
PPP1R7-022	0.0
PPP1R7-018	0.0
PPP1R7-020	45.23
PPP1R7-014	10.69
PPP1R7-013	16.2
PASK-001	512.76
PASK-004	147.83
PASK-002	375.81
PASK-003	84.89
PASK-008	12.39
PASK-012	0.0
PASK-007	12.95
PASK-010	4.82
PASK-013	1.29
PASK-006	172.17
PASK-016	5.25
PASK-011	0.0
PASK-015	33.34
PASK-005	359.33
PASK-201	0.0
PASK-202	0.0
STK25-001	124.13
STK25-005	754.85
STK25-002	212.43
STK25-003	30.18
STK25-004	12.55
STK25-020	70.21
STK25-010	0.0
STK25-026	45.78
STK25-016	0.0
STK25-014	144.61
STK25-009	36.83
STK25-019	2.47
STK25-033	151.67
STK25-012	16.38
STK25-017	0.0
STK25-018	0.0
STK25-007	156.64
STK25-023	94.43
STK25-015	0.0
STK25-025	255.65
STK25-030	5.21
STK25-029	48.54
STK25-031	0.0
STK25-034	0.0
STK25-028	12.01
STK25-024	42.73
STK25-008	9.0
STK25-006	713.05
STK25-021	586.32
STK25-032	0.0
STK25-027	8.76
STK25-011	22.33
STK25-022	32.96
STK25-201	0.0
STK25-202	7.28
TPO-001	0.0
TPO-201	0.0
TPO-202	0.0
TPO-005	0.0
TPO-002	0.0
TPO-006	0.0
TPO-004	0.0
TPO-010	0.0
TPO-009	0.0
TPO-007	0.0
TPO-013	0.0
TPO-012	0.0
TPO-008	0.0
TPO-011	0.0
TPO-203	0.0
PROC-001	0.0
PROC-012	3.0
PROC-002	0.0
PROC-008	0.0
PROC-006	0.0
PROC-003	0.0
PROC-007	0.0
PROC-010	0.0
PROC-011	3.0
PROC-004	0.0
ID2-001	0.0
ID2-002	250.85
ID2-201	1673.41
ID2-003	75.74
TAF1B-001	907.27
TAF1B-009	0.0
TAF1B-008	0.0
TAF1B-007	0.0
TAF1B-002	60.8
TAF1B-003	0.0
TAF1B-005	0.0
TAF1B-004	1.27
TAF1B-010	66.66
TAF1B-006	9.0
TAF1B-201	0.0
HPCAL1-001	1462.16
HPCAL1-002	60.5
HPCAL1-003	473.7
HPCAL1-005	1.59
HPCAL1-004	9.05
HPCAL1-201	0.0
HPCAL1-202	0.0
HPCAL1-203	0.0
ODC1-001	265.77
ODC1-002	1333.54
ODC1-003	0.0
ODC1-004	88.69
BIRC6-001	8334.16
BIRC6-004	0.0
BIRC6-003	16.1
BIRC6-008	27.23
BIRC6-006	5.61
BIRC6-010	12.99
BIRC6-011	0.0
BIRC6-009	20.29
BIRC6-002	1469.0
BIRC6-005	3.85
BIRC6-007	92.42
BIRC6-012	37.34
NOL10-002	18.24
NOL10-001	517.68
NOL10-004	8.91
NOL10-003	2.28
NOL10-201	78.89
PLEKHB2-001	3020.74
PLEKHB2-201	764.49
PLEKHB2-002	0.0
PLEKHB2-003	104.16
PLEKHB2-005	35.04
PLEKHB2-004	241.5
PLEKHB2-012	35.28
PLEKHB2-202	29.22
PLEKHB2-008	1.8
PLEKHB2-009	4.07
PLEKHB2-011	18.7
GORASP2-001	307.95
GORASP2-002	870.15
GORASP2-005	23.63
GORASP2-009	2.7
GORASP2-008	0.0
GORASP2-004	109.29
GORASP2-003	74.95
GORASP2-011	9.69
GORASP2-007	102.84
GORASP2-006	7.79
GORASP2-010	0.0
STRN-001	2492.42
STRN-201	86.58
STRN-002	0.0
CEBPZ-001	692.04
CEBPZ-002	0.0
CEBPZ-003	0.0
CEBPZ-201	1075.47
PRKD3-201	717.41
PRKD3-001	749.96
PRKD3-004	3.4
PRKD3-007	0.0
PRKD3-008	3.83
PRKD3-005	5.76
PRKD3-003	21.27
PRKD3-006	6.43
PRKD3-009	2.8
PRKD3-002	159.4
DCAF17-003	12.36
DCAF17-001	1168.19
DCAF17-008	0.0
DCAF17-004	8.26
DCAF17-002	157.94
DCAF17-006	1.14
DCAF17-005	0.0
DCAF17-007	12.17
DCAF17-010	0.0
DCAF17-009	43.92
DCAF17-201	138.1
DCAF17-202	1.92
QPCT-001	5.0
QPCT-004	0.0
QPCT-006	0.0
QPCT-005	0.0
QPCT-002	0.0
QPCT-003	0.0
RAB3GAP1-001	154.36
RAB3GAP1-003	98.87
RAB3GAP1-002	379.41
RAB3GAP1-004	86.62
RAB3GAP1-006	0.0
RAB3GAP1-007	0.0
RAB3GAP1-201	284.74
SLC25A12-006	61.11
SLC25A12-001	482.82
SLC25A12-007	8.07
SLC25A12-010	0.0
SLC25A12-002	20.68
SLC25A12-009	0.0
SLC25A12-003	1.51
SLC25A12-008	1.35
SLC25A12-004	2.45
SLC25A12-005	0.0
RMDN2-001	5.43
RMDN2-002	4.88
RMDN2-006	0.0
RMDN2-004	4.69
RMDN2-005	0.0
RMDN2-011	0.0
RMDN2-201	0.0
RMDN2-010	0.0
RMDN2-003	2.01
RMDN2-013	0.0
RMDN2-008	0.0
RMDN2-015	0.0
DLX2-001	2.0
DLX2-002	0.0
LCT-001	2.2
LCT-002	0.8
DARS-001	1695.69
DARS-009	0.0
DARS-005	6.66
DARS-004	35.54
DARS-003	15.26
DARS-002	0.0
DARS-012	0.0
DARS-008	4.07
DARS-006	1.85
DARS-010	125.38
DARS-011	11.55
SRSF7-001	68.39
SRSF7-012	450.17
SRSF7-004	26.23
SRSF7-002	483.4
SRSF7-010	807.71
SRSF7-011	0.0
SRSF7-008	7.93
SRSF7-003	1737.62
SRSF7-201	70.2
SRSF7-007	37.19
SRSF7-005	213.16
SRSF7-009	0.0
SDC1-001	1.0
SDC1-201	0.0
SDC1-002	0.0
SDC1-005	0.0
SDC1-004	0.0
SDC1-006	0.0
PLCL1-006	18.84
PLCL1-001	0.0
PLCL1-201	10.35
PLCL1-005	0.0
PLCL1-002	2.81
PLCL1-007	0.0
SLC1A4-001	3097.5
SLC1A4-004	0.0
SLC1A4-002	204.93
SLC1A4-003	16.72
SLC1A4-005	148.84
SOS1-003	665.86
SOS1-201	4128.98
SOS1-001	0.0
SOS1-004	0.0
SOS1-005	25.43
SOS1-007	51.74
SOS1-008	0.0
SOS1-006	0.0
KYNU-001	117.72
KYNU-003	23.09
KYNU-002	69.19
KYNU-004	0.0
KYNU-005	0.0
KYNU-006	1.72
KYNU-008	0.0
KYNU-009	0.0
KYNU-007	10.29
RP11-153K16.2-001	0.0
WIPF1-004	529.23
WIPF1-006	0.0
WIPF1-002	803.61
WIPF1-001	10075.55
WIPF1-003	292.67
WIPF1-005	233.13
WIPF1-016	2.96
WIPF1-014	0.0
WIPF1-017	0.0
WIPF1-019	22.47
WIPF1-018	2.0
WIPF1-010	8.45
WIPF1-013	22.64
WIPF1-015	15.38
WIPF1-009	3.0
WIPF1-012	29.91
WIPF1-011	0.0
WIPF1-201	0.0
ORC2-001	611.79
ORC2-006	0.0
ORC2-007	1.75
ORC2-002	248.22
ORC2-005	3.85
ORC2-004	84.9
ORC2-003	7.48
COX7A2L-201	833.84
COX7A2L-001	28.1
COX7A2L-010	0.0
COX7A2L-007	7.15
COX7A2L-006	10.71
COX7A2L-008	1.12
COX7A2L-003	10.08
COX7A2L-009	0.0
PNO1-001	281.3
PNO1-002	0.0
PNO1-003	7.7
ORC4-201	0.0
ORC4-001	821.93
ORC4-002	21.34
ORC4-003	22.24
ORC4-006	2.07
ORC4-005	16.31
ORC4-008	62.29
ORC4-010	12.9
ORC4-012	1.6
ORC4-011	32.0
ORC4-004	10.24
ORC4-007	15.02
ORC4-009	0.0
ORC4-202	0.0
ORC4-203	0.0
ORC4-204	0.0
PLEK-001	3312.92
PLEK-002	64.08
RND3-001	0.0
RND3-002	0.0
RND3-007	0.0
RND3-003	0.0
RND3-004	0.0
RND3-008	0.0
RND3-005	0.0
RND3-009	0.0
RND3-006	0.0
ATF2-001	1267.37
ATF2-013	876.02
ATF2-002	0.0
ATF2-011	0.0
ATF2-014	0.0
ATF2-012	0.0
ATF2-009	2.63
ATF2-017	2.72
ATF2-007	0.0
ATF2-003	55.33
ATF2-005	0.0
ATF2-201	0.0
ATF2-008	69.68
ATF2-006	58.59
ATF2-021	0.0
ATF2-020	2.7
ATF2-015	0.0
ATF2-016	0.0
ATF2-004	0.0
ATF2-018	51.94
ATF2-202	0.0
THADA-003	0.0
THADA-007	0.0
THADA-010	59.78
THADA-005	125.0
THADA-004	32.18
THADA-002	170.71
THADA-001	1878.78
THADA-009	75.7
THADA-021	12.86
THADA-019	0.0
THADA-011	2.72
THADA-017	0.0
THADA-012	0.0
THADA-014	1.0
THADA-006	0.0
THADA-016	123.28
THADA-013	0.0
THADA-020	0.0
THADA-015	1.0
AAK1-002	154.91
AAK1-011	424.11
AAK1-001	395.16
AAK1-007	1.03
AAK1-006	8.38
AAK1-010	0.0
AAK1-005	27.42
AAK1-009	9.03
AAK1-008	0.0
AAK1-003	7.86
AAK1-012	2961.07
AAK1-013	101.66
AAK1-014	3.39
TRAK2-001	1243.15
TRAK2-002	55.51
TRAK2-004	0.0
TRAK2-005	0.0
TRAK2-003	2.68
TRAK2-201	812.51
C2orf42-001	87.16
C2orf42-007	0.0
C2orf42-006	6.05
C2orf42-014	4.93
C2orf42-002	258.59
C2orf42-011	3.54
C2orf42-005	43.21
C2orf42-008	0.0
C2orf42-004	12.65
C2orf42-012	14.15
C2orf42-013	0.0
C2orf42-015	0.0
C2orf42-009	2.0
C2orf42-010	3.72
TIA1-006	4871.64
TIA1-023	0.0
TIA1-002	1414.25
TIA1-004	84.8
TIA1-001	899.21
TIA1-003	0.0
TIA1-013	759.32
TIA1-020	7.05
TIA1-015	103.54
TIA1-009	42.05
TIA1-008	189.09
TIA1-017	30.49
TIA1-011	11.53
TIA1-018	50.35
TIA1-022	44.03
TIA1-016	39.59
TIA1-021	143.48
TIA1-014	32.42
TIA1-010	102.64
TIA1-019	8.53
PCYOX1-002	27.37
PCYOX1-006	7.51
PCYOX1-003	0.0
PCYOX1-001	714.11
PCYOX1-004	0.0
PCYOX1-005	0.0
KISS1R-001	0.0
KISS1R-002	0.0
KISS1R-003	0.0
EPAS1-001	38.6
EPAS1-007	0.36
EPAS1-002	0.0
EPAS1-005	4.04
EPAS1-006	0.0
EPAS1-010	0.0
EPAS1-004	0.0
EPAS1-009	0.0
EPAS1-003	0.0
EPAS1-008	0.0
ARID3A-001	1512.31
ARID3A-003	1.18
ARID3A-007	14.13
ARID3A-002	6.17
ARID3A-005	64.64
ARID3A-006	15.57
ARID3A-004	7.0
SUMO1-007	152.36
SUMO1-201	6.59
SUMO1-001	709.19
SUMO1-005	60.9
SUMO1-010	12.57
SUMO1-002	0.0
SUMO1-003	0.0
SUMO1-006	2.9
SUMO1-004	0.0
SUMO1-008	0.0
CD207-001	0.0
GRIN3B-001	27.71
GRIN3B-002	0.29
VAX2-001	0.0
ATP6V1B1-001	0.0
ATP6V1B1-005	0.0
ATP6V1B1-006	0.0
ATP6V1B1-004	0.0
ATP6V1B1-010	0.0
ATP6V1B1-007	0.0
ATP6V1B1-008	0.0
ATP6V1B1-009	0.0
NFE2L2-001	1011.25
NFE2L2-002	1303.94
NFE2L2-009	0.0
NFE2L2-006	55.6
NFE2L2-010	0.0
NFE2L2-008	0.0
NFE2L2-013	182.17
NFE2L2-012	0.0
NFE2L2-014	18.0
NFE2L2-011	11.8
NFE2L2-003	46.74
NFE2L2-007	17.52
NFE2L2-016	12.97
NFE2L2-015	0.0
MSH6-001	804.77
MSH6-006	0.0
MSH6-005	0.0
MSH6-002	0.01
MSH6-010	6.59
MSH6-004	3.74
MSH6-003	13.7
MSH6-007	5.73
MSH6-201	1109.91
MSH6-202	732.54
MSH6-008	285.01
MSH6-009	237.51
MSH6-203	608.2
MSH6-204	1691.4
MSH6-205	0.0
PLEKHA3-001	860.66
PLEKHA3-004	0.0
PLEKHA3-002	118.96
PLEKHA3-003	34.38
SPR-001	6.0
SPR-002	0.0
EPHA4-201	92.45
EPHA4-003	0.0
EPHA4-001	0.0
EPHA4-013	0.0
EPHA4-005	0.0
EPHA4-009	2.12
EPHA4-004	0.0
EPHA4-006	0.0
EPHA4-012	0.0
EPHA4-007	0.0
EPHA4-014	2.3
EPHA4-015	0.0
EPHA4-008	2.27
EPHA4-002	3.87
PARD3B-004	0.0
PARD3B-003	0.0
PARD3B-002	0.0
PARD3B-001	15.88
PARD3B-006	1.63
PARD3B-005	19.69
PARD3B-010	0.0
PARD3B-007	0.12
PARD3B-008	0.67
PARD3B-009	0.0
PARD3B-011	0.0
PARD3B-201	0.0
PARD3B-202	0.0
PARD3B-203	0.0
FARSB-001	772.0
ALMS1-003	265.51
ALMS1-007	0.0
ALMS1-005	3.87
ALMS1-002	1343.45
ALMS1-006	1.13
ALMS1-001	103.78
ALMS1-008	0.0
ALMS1-004	289.27
BCL9-001	260.74
BCL9-003	0.0
BCL9-002	3.26
BCL9-201	0.0
PRRX1-002	0.0
PRRX1-001	0.0
PRRX1-003	0.0
PRRX1-007	0.0
PRRX1-004	0.0
PRRX1-006	0.0
PRRX1-005	0.0
PRRX1-008	0.0
DHCR24-001	614.0
DHCR24-002	0.0
DHCR24-201	0.0
DNAJC16-002	76.32
DNAJC16-001	965.43
DNAJC16-005	2.6
DNAJC16-006	7.18
DNAJC16-003	9.01
DNAJC16-008	0.0
DNAJC16-004	11.59
DNAJC16-007	13.96
DNAJC16-009	0.0
DNAJC16-201	216.9
MARK1-002	0.0
MARK1-001	0.0
MARK1-201	0.0
MARK1-004	0.0
MARK1-202	0.0
TNR-201	0.0
TNR-001	5.0
TNR-002	0.0
MORN1-010	1.97
MORN1-002	114.67
MORN1-001	43.43
MORN1-005	3.29
MORN1-004	98.86
MORN1-007	67.08
MORN1-003	6.98
MORN1-006	0.0
MORN1-011	43.22
MORN1-009	28.5
MORN1-008	0.0
GPX7-001	424.27
GPX7-002	55.73
CACYBP-001	379.77
CACYBP-004	118.89
CACYBP-009	0.0
CACYBP-003	0.0
CACYBP-006	2.74
CACYBP-005	28.74
CACYBP-008	371.79
CACYBP-007	24.33
CACYBP-002	32.73
SCP2-007	17.45
SCP2-004	3.45
SCP2-001	145.17
SCP2-011	133.34
SCP2-201	334.46
SCP2-008	0.0
SCP2-015	872.78
SCP2-003	0.0
SCP2-006	30.01
SCP2-009	17.49
SCP2-005	0.0
SCP2-002	413.36
SCP2-010	0.0
SCP2-012	0.0
SCP2-013	0.0
SCP2-014	0.0
TPSG1-001	0.0
TPSG1-003	0.0
PAPPA2-002	0.0
PAPPA2-001	0.0
PAPPA2-005	0.0
PAPPA2-004	0.0
PAPPA2-003	0.0
RALGPS2-003	11.26
RALGPS2-005	21.83
RALGPS2-201	1172.34
RALGPS2-002	483.87
RALGPS2-004	27.76
RALGPS2-007	40.35
RALGPS2-008	0.0
RALGPS2-006	0.0
RALGPS2-001	4.44
ANGPTL1-001	12.0
ANGPTL1-003	0.0
ANGPTL1-002	0.0
CEP104-002	11.81
CEP104-001	2407.68
CEP104-004	5.95
CEP104-007	35.35
CEP104-005	3.62
CEP104-006	18.47
CEP104-008	76.77
CEP104-009	40.47
CEP104-003	491.59
CEP104-010	25.09
CEP104-011	45.19
FAM20B-001	1973.0
FAM20B-002	0.0
TCEANC2-001	1188.6
TCEANC2-003	20.65
TCEANC2-201	0.0
TCEANC2-002	25.76
TMEM59-001	491.1
TMEM59-004	223.86
TMEM59-005	529.63
TMEM59-003	213.86
TMEM59-002	199.63
TMEM59-007	288.46
TMEM59-006	12.28
TMEM59-008	45.5
TMEM59-009	43.68
LRRC42-001	98.5
LRRC42-003	0.0
LRRC42-002	69.85
LRRC42-004	36.15
LRRC42-005	3.5
WRAP73-001	281.24
WRAP73-002	259.1
WRAP73-006	84.29
WRAP73-005	47.39
WRAP73-004	0.0
WRAP73-009	44.36
WRAP73-003	758.79
WRAP73-010	3.55
WRAP73-008	0.0
WRAP73-007	43.29
NPHS2-001	0.0
NPHS2-002	0.0
MRPL37-201	0.0
MRPL37-001	783.8
MRPL37-003	25.29
MRPL37-004	7.78
MRPL37-002	0.0
MRPL37-005	64.48
ICMT-001	1078.36
ICMT-006	88.19
ICMT-002	501.44
ICMT-005	0.0
RPL22-001	3015.93
RPL22-008	0.0
RPL22-006	0.0
RPL22-005	12.17
RPL22-007	532.54
RPL22-003	346.87
RPL22-004	0.0
RPL22-002	0.0
CHD5-001	22.36
CHD5-005	0.0
CHD5-004	17.7
CHD5-003	0.0
CHD5-006	0.0
CHD5-002	9.94
QSOX1-003	1406.34
QSOX1-001	857.45
QSOX1-002	21.96
QSOX1-004	11.25
STXBP3-001	2417.81
STXBP3-002	3.0
STXBP3-005	22.84
STXBP3-006	19.73
STXBP3-003	273.19
STXBP3-007	0.0
STXBP3-004	83.42
PHF13-001	295.0
PHF13-002	0.0
ERRFI1-001	20.47
ERRFI1-002	7.7
ERRFI1-004	1.84
ERRFI1-003	0.0
ERRFI1-005	0.0
PARK7-002	446.82
PARK7-006	0.0
PARK7-005	8.36
PARK7-003	0.0
PARK7-007	32.44
PARK7-008	39.37
PARK7-010	2.05
PARK7-004	200.77
PARK7-001	72.22
PARK7-009	4.96
KIAA1324-001	4.67
KIAA1324-003	0.0
KIAA1324-002	1.74
KIAA1324-006	3.69
KIAA1324-005	0.0
KIAA1324-011	0.0
KIAA1324-015	0.0
KIAA1324-017	0.0
KIAA1324-009	12.01
KIAA1324-008	0.0
KIAA1324-013	2.88
KIAA1324-012	0.0
KIAA1324-016	0.0
KIAA1324-014	0.0
OPRD1-001	27.21
OPRD1-201	0.0
AMPD2-011	125.49
AMPD2-001	847.05
AMPD2-006	199.67
AMPD2-002	160.8
AMPD2-012	76.2
AMPD2-019	1.55
AMPD2-009	58.42
AMPD2-016	0.0
AMPD2-004	14.98
AMPD2-010	7.22
AMPD2-008	26.13
AMPD2-020	2.79
AMPD2-024	58.35
AMPD2-026	78.52
AMPD2-013	46.81
AMPD2-018	3.76
AMPD2-017	0.0
AMPD2-007	342.03
AMPD2-005	144.01
AMPD2-021	19.51
AMPD2-023	118.39
AMPD2-015	2.54
AMPD2-014	0.0
AMPD2-025	30.98
AMPD2-022	15.76
AMPD2-027	3.4
SRSF4-001	2687.79
SRSF4-002	310.93
SRSF4-003	3.01
SRSF4-004	4.22
SRSF4-005	74.29
SRSF4-007	264.74
SRSF4-008	25.02
MECR-001	35.63
MECR-002	71.88
MECR-011	1.54
MECR-012	8.27
MECR-006	20.75
MECR-017	7.51
MECR-005	2.36
MECR-019	0.0
MECR-013	0.0
MECR-015	4.03
MECR-014	5.61
MECR-010	29.2
MECR-008	1.32
MECR-016	0.0
MECR-004	0.0
MECR-009	0.0
MECR-018	9.91
MECR-003	0.0
KCNC4-004	492.13
KCNC4-007	0.0
KCNC4-006	0.0
KCNC4-003	1.79
KCNC4-002	15.73
KCNC4-001	22.1
KCNC4-005	42.25
EDEM3-001	3026.68
EDEM3-201	0.0
EDEM3-005	22.39
EDEM3-002	14.06
EDEM3-006	3.01
EDEM3-004	2.87
WDR77-001	726.02
WDR77-004	0.0
WDR77-002	101.6
WDR77-003	100.36
ATP5F1-004	397.73
ATP5F1-001	237.33
ATP5F1-002	305.26
ATP5F1-006	61.22
ATP5F1-005	384.14
ATP5F1-003	178.65
RAP1A-002	904.5
RAP1A-001	813.29
RAP1A-003	21.53
RAP1A-004	46.68
HDAC1-001	3451.88
HDAC1-010	11.39
HDAC1-003	402.63
HDAC1-009	78.3
HDAC1-005	87.38
HDAC1-002	579.84
HDAC1-006	45.54
HDAC1-007	186.05
HDAC1-008	0.0
HDAC1-004	167.0
CAPZA1-001	3920.86
CAPZA1-005	36.03
CAPZA1-006	27.15
CAPZA1-003	530.83
CAPZA1-002	135.2
CAPZA1-004	239.87
S100PBP-003	211.45
S100PBP-001	1976.05
S100PBP-002	249.72
S100PBP-006	0.0
S100PBP-007	38.18
S100PBP-005	16.0
S100PBP-004	9.65
S100PBP-014	32.0
S100PBP-015	0.0
S100PBP-010	2.08
S100PBP-016	0.0
S100PBP-011	2.56
S100PBP-013	39.11
S100PBP-009	0.0
S100PBP-008	183.21
S100PBP-012	0.0
RNF19B-004	1471.57
RNF19B-002	399.42
RNF19B-001	372.01
SCAMP3-001	675.15
SCAMP3-002	143.39
SCAMP3-004	4.29
SCAMP3-006	17.97
SCAMP3-009	0.0
SCAMP3-003	1.69
SCAMP3-008	58.81
SCAMP3-005	77.97
SCAMP3-007	30.72
TRIM62-001	589.22
TRIM62-004	18.25
TRIM62-005	0.0
TRIM62-006	110.53
ASH1L-001	797.29
ASH1L-002	3488.33
ASH1L-005	5.11
ASH1L-003	51.26
ASH1L-004	3.44
ASH1L-007	8.75
ASH1L-006	8.84
DLGAP3-201	31.65
DLGAP3-001	27.35
DLGAP3-002	0.0
SFPQ-001	14239.01
SFPQ-003	2.66
SFPQ-005	31.94
SFPQ-008	5.03
SFPQ-004	6868.08
SFPQ-002	1029.31
SFPQ-009	39.4
SFPQ-007	1178.46
SFPQ-006	19.15
SFPQ-010	17.95
RHOU-001	68.0
GON4L-018	1069.75
GON4L-001	419.91
GON4L-201	671.49
GON4L-019	2161.35
GON4L-022	86.1
GON4L-015	19.7
GON4L-003	46.57
GON4L-017	2.4
GON4L-002	166.84
GON4L-020	59.79
GON4L-014	18.55
GON4L-021	21.19
GON4L-016	6.96
GON4L-011	84.26
GON4L-010	11.48
GON4L-008	25.9
GON4L-202	0.0
GON4L-203	4.98
GON4L-204	0.0
ARHGEF2-002	5981.99
ARHGEF2-003	0.0
ARHGEF2-001	5711.16
ARHGEF2-201	0.0
ARHGEF2-017	0.0
ARHGEF2-004	181.63
ARHGEF2-011	3.34
ARHGEF2-007	777.32
ARHGEF2-009	20.23
ARHGEF2-016	391.78
ARHGEF2-010	71.04
ARHGEF2-015	71.21
ARHGEF2-008	208.6
ARHGEF2-014	3.07
ARHGEF2-006	211.92
ARHGEF2-005	4.16
ARHGEF2-012	97.82
ARHGEF2-013	81.85
ARHGEF2-019	3.0
ARHGEF2-018	16.87
LAMTOR2-003	0.0
LAMTOR2-002	5.23
LAMTOR2-001	90.76
LAMTOR2-006	3.53
LAMTOR2-004	9.53
LAMTOR2-005	19.95
MEF2D-001	15803.4
MEF2D-004	5930.2
MEF2D-201	0.0
MEF2D-005	4298.29
MEF2D-002	407.77
MEF2D-006	41.35
MEF2D-007	406.92
DOCK7-201	461.28
DOCK7-004	376.91
DOCK7-001	12.11
DOCK7-002	5.49
DOCK7-006	1.61
DOCK7-007	1.3
DOCK7-003	4.72
DOCK7-005	8.58
DOCK7-202	0.0
SRM-001	640.47
SRM-005	34.2
SRM-006	1.8
SRM-002	3.61
SRM-007	5.82
SRM-004	1.1
DLEU2L-001	140.31
FBXO2-001	1.73
FBXO2-005	1.0
FBXO2-002	1.27
FBXO2-004	0.0
FBXO2-003	0.0
FBXO6-001	170.99
FBXO6-003	0.0
FBXO6-002	8.4
C1orf21-001	209.54
C1orf21-003	16.46
C1orf21-004	0.0
C1orf21-002	0.0
SWT1-001	345.9
SWT1-002	0.0
SWT1-003	3.1
MAD2L2-001	31.91
MAD2L2-005	60.33
MAD2L2-008	160.45
MAD2L2-003	539.9
MAD2L2-002	14.53
MAD2L2-004	0.0
MAD2L2-201	438.41
MAD2L2-007	29.25
MAD2L2-006	116.22
DNAJC6-201	0.0
DNAJC6-002	29.15
DNAJC6-001	0.0
DNAJC6-004	0.0
DNAJC6-006	0.0
DNAJC6-005	0.0
DNAJC6-008	0.85
DNAJC6-007	0.0
LEPR-201	0.0
LEPR-001	18.31
LEPR-005	12.73
LEPR-003	34.48
LEPR-002	153.43
LEPR-202	4.13
LEPR-004	0.0
LEPR-006	0.0
LEPR-203	0.0
IVNS1ABP-006	84.21
IVNS1ABP-001	1342.13
IVNS1ABP-007	49.91
IVNS1ABP-002	1703.96
IVNS1ABP-008	20.13
IVNS1ABP-004	344.36
IVNS1ABP-003	617.87
IVNS1ABP-009	32.01
IVNS1ABP-005	121.43
KIAA2013-002	839.22
KIAA2013-001	432.04
KIAA2013-201	1893.89
MFN2-001	2615.18
MFN2-005	1.63
MFN2-201	110.0
MFN2-004	0.0
MFN2-003	0.0
MFN2-006	3.19
PRG4-004	0.0
PRG4-002	0.0
PRG4-003	24.09
PRG4-001	0.0
PRG4-005	0.0
MIIP-001	480.69
MIIP-006	7.3
MIIP-004	186.31
MIIP-007	5.71
MIIP-003	48.94
MIIP-005	24.38
MIIP-002	66.67
SMG7-002	1240.2
SMG7-001	204.79
SMG7-008	0.0
SMG7-003	0.0
SMG7-005	25.9
SMG7-015	11.82
SMG7-006	5.78
SMG7-004	2.0
SMG7-009	0.0
SMG7-013	9.82
SMG7-016	0.0
SMG7-010	0.0
SMG7-014	18.24
SMG7-011	223.73
SMG7-017	2114.72
NCF2-002	192.4
NCF2-001	102.62
NCF2-201	0.0
NCF2-202	0.0
NCF2-004	0.0
NCF2-005	0.0
NCF2-003	6.97
PDC-001	0.0
PDC-002	14.0
SLC35D1-001	5389.0
PLA2G4A-001	366.0
PLA2G4A-002	0.0
GADD45A-003	25.85
GADD45A-001	475.63
GADD45A-002	79.6
GADD45A-004	41.92
GADD45A-201	0.0
PRAMEF1-001	0.0
PRAMEF1-002	0.0
PRAMEF12-001	0.0
WLS-001	0.0
WLS-003	1.47
WLS-004	0.0
WLS-015	0.0
WLS-002	0.0
WLS-012	0.0
WLS-008	0.0
WLS-006	0.0
WLS-007	5.53
WLS-010	0.0
WLS-016	0.0
WLS-009	0.0
WLS-013	0.0
WLS-014	0.0
PRDM2-001	965.41
PRDM2-201	0.0
PRDM2-004	5589.84
PRDM2-002	76.4
PRDM2-014	4.11
PRDM2-003	2097.02
PRDM2-010	0.0
PRDM2-009	113.15
PRDM2-007	0.0
PRDM2-008	85.48
PRDM2-013	2.52
PRDM2-012	0.0
PRDM2-011	0.0
PRDM2-015	19.07
RGS2-001	1857.88
RGS2-003	26.96
RGS2-002	187.9
RGS2-004	1.26
RPE65-001	0.0
TROVE2-002	307.1
TROVE2-003	0.0
TROVE2-006	14.01
TROVE2-005	0.0
TROVE2-001	0.0
TROVE2-004	52.38
TROVE2-010	3.49
TROVE2-008	2085.36
TROVE2-007	0.0
TROVE2-009	12.77
TROVE2-011	9.48
TROVE2-012	10.48
AMPD1-002	0.0
AMPD1-003	0.0
AMPD1-001	0.0
UCHL5-004	0.0
UCHL5-003	44.84
UCHL5-006	44.41
UCHL5-007	65.93
UCHL5-002	235.37
UCHL5-001	522.35
UCHL5-008	0.0
UCHL5-010	5.19
UCHL5-005	90.94
UCHL5-011	37.77
UCHL5-012	7.83
UCHL5-009	0.0
UCHL5-013	3.56
BCAS2-001	338.0
BCAS2-002	0.0
SRSF11-004	4240.36
SRSF11-001	1193.03
SRSF11-002	2295.38
SRSF11-003	589.89
SRSF11-016	191.06
SRSF11-006	336.72
SRSF11-012	548.36
SRSF11-013	299.45
SRSF11-009	302.2
SRSF11-011	100.16
SRSF11-015	24.42
SRSF11-007	94.22
SRSF11-010	1.87
