i-4d2a9c8a	0.42333333333333334	2016-02-06 22:05:00
i-4d2a9c8a	0.384	2016-02-06 22:10:00
i-4d2a9c8a	4.215999999999999	2016-02-06 22:15:00
i-6b15a3ac	0.8033333333333333	2016-02-06 22:25:00
i-6b15a3ac	11.826	2016-02-06 22:30:00
i-6b15a3ac	13.782	2016-02-06 22:35:00
i-6b15a3ac	13.687999999999999	2016-02-06 22:40:00
i-6b15a3ac	14.336000000000002	2016-02-06 22:45:00
i-6b15a3ac	14.952000000000002	2016-02-06 22:50:00
i-6b15a3ac	14.058000000000002	2016-02-06 22:55:00
i-6b15a3ac	9.998000000000001	2016-02-06 23:00:00
i-6b15a3ac	5.168	2016-02-06 23:05:00
i-6b15a3ac	4.7700000000000005	2016-02-06 23:10:00
i-6b15a3ac	5.262	2016-02-06 23:15:00
i-4412a483	4.072	2016-02-06 22:30:00
i-4412a483	7.63	2016-02-06 22:35:00
i-4412a483	6.5280000000000005	2016-02-06 22:40:00
i-4412a483	5.652	2016-02-06 22:45:00
i-4412a483	6.523999999999999	2016-02-06 22:50:00
i-4412a483	4.747999999999999	2016-02-06 22:55:00
i-4412a483	8.645999999999999	2016-02-06 23:00:00
i-4412a483	4.616	2016-02-06 23:05:00
i-4412a483	3.472	2016-02-06 23:10:00
i-4412a483	3.9299999999999997	2016-02-06 23:15:00
i-4412a483	4.976	2016-02-06 23:20:00
i-6d15a3aa	2.6239999999999997	2016-02-06 22:30:00
i-6d15a3aa	5.63	2016-02-06 22:35:00
i-6d15a3aa	5.304	2016-02-06 22:40:00
i-6d15a3aa	5.688000000000001	2016-02-06 22:45:00
i-6d15a3aa	6.564	2016-02-06 22:50:00
i-6d15a3aa	12.062000000000001	2016-02-06 22:55:00
i-6d15a3aa	14.526	2016-02-06 23:00:00
i-6d15a3aa	5.208	2016-02-06 23:05:00
i-6d15a3aa	6.914	2016-02-06 23:10:00
i-6d15a3aa	6.0280000000000005	2016-02-06 23:15:00
i-6d15a3aa	11.394	2016-02-06 23:20:00
i-0612a4c1	0.455	2016-02-06 22:25:00
i-0612a4c1	1.3439999999999999	2016-02-06 22:30:00
i-0612a4c1	5.93	2016-02-06 22:35:00
i-0612a4c1	4.772	2016-02-06 22:40:00
i-0612a4c1	3.482	2016-02-06 22:45:00
i-0612a4c1	4.3340000000000005	2016-02-06 22:50:00
i-0612a4c1	4.854	2016-02-06 22:55:00
i-0612a4c1	4.43	2016-02-06 23:00:00
i-0612a4c1	3.9799999999999995	2016-02-06 23:05:00
