gene_id	test_unc_SRR1559191
EIF4G2	11196.7315
EIF4G3	675.4983
EIF4H	5827.9064
EIF5A2	27.2378
EIF5AL1	595.2705
EIF5A	4455.6147
EIF5B	919.1532
EIF5	862.9442
EIF6	4768.8498
ELAC1	159.2175
ELAC2	778.5069
ELANE	1.7333
ELAVL1	621.7655
ELAVL2	491.7667
ELAVL3	1233.6263
ELAVL4	1497.5857
ELF1	79.7326
ELF2	692.5839
ELF3	12.6285
ELF4	63.3899
ELF5	1.4857
ELFN1	219.8836
ELFN2	6.9333
ELK1	426.1483
ELK3	72.5517
ELK4	29.4664
ELL2	133.2178
ELL3	101.7705
ELL	129.9988
ELMO1	771.5736
ELMO2	1275.9688
ELMO3	208.2456
ELMOD1	15.5999
ELMOD2	181.5030
ELMOD3	474.6812
ELN	276.8355
ELOF1	2866.1632
ELOVL1	561.8423
ELOVL2	85.9230
ELOVL3	7.1809
ELOVL4	525.4426
ELOVL5	1178.4078
ELOVL6	130.9892
ELOVL7	5.6952
ELP2P	37.6377
ELP2	733.4406
ELP3	606.6609
ELP4	159.7128
ELSPBP1	0.0000
ELTD1	114.8941
EMB	65.6184
EMCN	69.3327
EMD	1516.4046
EME1	446.2053
EME2	63.1423
EMG1	727.4978
EMID1	83.6944
EMID2	56.9518
EMILIN1	782.2211
EMILIN2	233.2549
EMILIN3	146.5891
EML1	118.3608
EML2	701.0028
EML3	847.8395
EML4	691.0982
EML5	644.5462
EML6	389.5011
EMP1	467.5003
EMP2	95.3324
EMP3	377.1202
EMR1	1.7333
EMR2	22.7807
EMR3	0.0000
EMR4P	7.4285
EMX1	0.0000
EMX2OS	0.9905
EMX2	0.9905
EN1	18.0760
EN2	0.4952
ENAH	883.9916
ENAM	0.0000
ENC1	294.4162
ENDOD1	70.8184
ENDOG	1000.8667
ENDOU	1.4857
ENGASE	638.8511
ENG	1084.5611
ENHO	897.1153
ENKUR	15.1046
ENO1	10681.1935
ENO2	12053.4852
ENO3	432.8340
ENOPH1	1295.2829
ENOSF1	443.7291
ENOX1	822.3350
ENOX2	230.7788
ENPEP	210.9694
ENPP1	154.7604
ENPP2	2858.2394
ENPP3	2.2286
ENPP4	276.5878
ENPP5	49.0281
ENPP6	23.2760
ENPP7	0.0000
ENSA	3540.4234
ENTHD1	0.0000
ENTPD1	157.2366
ENTPD2	0.0000
ENTPD3	13.1237
ENTPD4	290.9496
ENTPD5	46.7996
ENTPD6	1565.6803
ENTPD7	42.3425
ENTPD8	0.7429
ENY2	1350.2538
EOMES	12.1332
EP300	288.7211
EP400NL	160.9508
EP400	1649.6224
EPAS1	954.5623
EPB41L1	2412.5294
EPB41L2	558.3756
EPB41L3	610.8704
EPB41L4A	1012.0094
EPB41L4B	431.8435
EPB41L5	215.1789
EPB41	740.8691
EPB42	1.7333
EPB49	1817.5065
EPC1	261.4832
EPC2	409.5580
EPCAM	901.5724
EPDR1	351.3681
EPGN	0.0000
EPHA10	485.8239
EPHA1	13.3713
EPHA2	62.6470
EPHA3	105.7323
EPHA4	21.5427
EPHA5	182.2459
EPHA6	30.2092
EPHA7	173.0841
EPHA8	5.6952
EPHB1	12.8761
EPHB2	115.6370
EPHB3	140.3987
EPHB4	106.9704
EPHB6	174.0745
EPHX1	355.0823
EPHX2	304.5685
EPHX3	71.8088
EPHX4	7.4285
EPM2AIP1	526.9283
EPM2A	259.7499
EPN1	1655.5652
EPN2	1267.0546
EPN3	1.7333
EPOR	258.2642
EPO	4.7047
EPPK1	0.0000
EPR1	402.8724
EPRS	869.3822
EPS15L1	429.8626
EPS15	438.0339
EPS8L1	10.6475
EPS8L2	59.4280
EPS8L3	4.4571
EPS8	232.0168
EPSTI1	49.7710
EPT1	261.7308
EPX	12.1332
EPYC	0.0000
ERAL1	1865.5441
ERAP1	132.9702
ERAP2	99.5419
ERAS	277.5783
ERBB2IP	346.4157
ERBB2	307.0447
ERBB3	37.3901
ERBB4	1.2381
ERC1	301.1019
ERC2	89.8849
ERCC1	1047.6662
ERCC2	113.6561
ERCC3	1595.3943
ERCC4	103.9990
ERCC5	488.7953
ERCC6L	31.1997
ERCC6	111.4275
ERCC8	237.9596
EREG	0.0000
ERF	660.1461
ERGIC1	1407.9485
ERGIC2	424.9102
ERGIC3	5924.2293
ERG	89.8849
ERH	4093.1039
ERI1	114.6465
ERI2	304.0733
ERI3	2313.7303
ERICH1	396.4343
ERLEC1	859.2299
ERLIN1	325.8636
ERLIN2	360.0347
ERMAP	122.0750
ERMN	4.7047
ERMP1	81.7135
ERN1	7.9237
ERN2	1.2381
ERO1LB	64.8756
ERO1L	253.0643
ERP27	12.1332
ERP29	6155.0080
ERP44	280.0545
ERRFI1	327.8445
ERVFRDE1	27.2378
ESAM	379.3488
ESCO1	207.7504
ESCO2	58.9328
ESD	2268.6641
ESF1	224.8360
ESM1	29.7140
ESPL1	122.8179
ESPNL	8.6666
ESPNP	2.9714
ESPN	2.4762
ESR1	6.4380
ESR2	7.9237
ESRP1	0.0000
ESRP2	150.3033
ESRRA	517.7665
ESRRB	4.4571
ESRRG	32.9330
ESX1	0.0000
ESYT1	1158.5985
ESYT2	726.5074
ESYT3	9.9047
ETAA1	239.6930
ETF1	1168.5032
ETFA	935.0006
ETFB	1082.5802
ETFDH	279.3116
ETHE1	368.9489
ETNK1	661.8794
ETNK2	1217.5313
ETS1	264.2070
ETS2	760.9261
ETV1	21.0474
ETV2	1.2381
ETV3L	0.0000
ETV3	43.0853
ETV4	9.6571
ETV5	147.0843
ETV6	85.4278
ETV7	18.0760
EVC2	9.1618
EVC	24.5141
EVI2A	103.7514
EVI2B	109.6942
EVI5L	396.4343
EVI5	84.1897
EVL	4591.0610
EVPLL	5.9428
EVPL	103.5038
EVX1	0.0000
EVX2	0.0000
EWSR1	3577.3183
EXD1	0.7429
EXD2	525.4426
EXD3	211.2170
EXO1	186.2078
EXOC1	1086.2944
EXOC2	332.7968
EXOC3L2	100.0371
EXOC3L	148.8176
EXOC3	687.3839
EXOC4	2286.4925
EXOC5	326.8540
EXOC6B	24.0188
EXOC6	342.9491
EXOC7	5193.0172
EXOC8	159.7128
EXOG	226.3217
EXOSC10	1090.2563
EXOSC1	799.0591
EXOSC2	496.9667
EXOSC3	325.1207
EXOSC4	1351.4919
EXOSC5	1258.3880
EXOSC6	471.9574
EXOSC7	912.4675
EXOSC8	822.8303
EXOSC9	815.8970
EXPH5	0.7429
EXT1	243.9024
EXT2	789.8972
EXTL1	30.9521
EXTL2	855.0204
EXTL3	292.9305
EYA1	202.3028
EYA2	8.6666
EYA3	51.5043
EYA4	2.9714
EYS	184.4744
EZH1	1586.4801
EZH2	662.3746
EZR	1610.0037
F10	11.1428
F11R	285.7497
F11	0.0000
F12	540.0520
F13A1	75.2755
F13B	0.0000
F2RL1	88.8944
F2RL2	6.9333
F2RL3	52.9900
F2R	299.1210
F2	1.4857
F3	36.1520
F5	13.8665
F7	0.0000
F8A1	323.3874
F8	105.4847
F9	0.0000
FA2H	1.4857
FAAH2	5.9428
FAAH	589.3277
FABP12	5.4476
FABP1	0.7429
FABP2	0.0000
FABP3	1974.9907
FABP4	324.6255
FABP5L3	3.9619
FABP5	1379.9678
FABP6	3041.4758
FABP7	3.7143
FABP9	0.0000
FADD	549.4614
FADS1	1730.0978
FADS2	2985.2668
FADS3	1405.7199
FADS6	0.0000
FAF1	740.1263
FAF2	768.1070
FAHD1	411.2913
FAHD2A	167.3889
FAHD2B	304.8161
FAH	137.1796
FAIM2	2867.8965
FAIM3	32.4378
FAIM	657.4223
FAM100A	885.4773
FAM100B	1568.1565
FAM101A	12.3808
FAM101B	102.7609
FAM102A	458.8337
FAM102B	312.4923
FAM103A1	1071.6850
FAM104A	1117.4941
FAM104B	667.3270
FAM105A	71.8088
FAM105B	95.8277
FAM106A	12.8761
FAM106C	15.5999
FAM107A	14.8570
FAM107B	1191.2839
FAM108A1	1788.7830
FAM108B1	287.9782
FAM108C1	191.6553
FAM109A	466.7575
FAM109B	278.3212
FAM10A4	688.1268
FAM110A	401.6343
FAM110B	21.2950
FAM110C	1.7333
FAM111A	266.4356
FAM111B	125.2940
FAM113A	2086.1706
FAM113B	110.6847
FAM114A1	64.8756
FAM114A2	354.8347
FAM115A	783.4592
FAM115C	31.4473
FAM116A	285.7497
FAM116B	528.9092
FAM117A	213.4456
FAM117B	466.2622
FAM118A	321.1588
FAM118B	134.4559
FAM119A	194.8743
FAM119B	108.2085
FAM120AOS	470.4717
FAM120A	1008.0475
FAM120B	507.3666
FAM120C	221.1217
FAM122A	159.4651
FAM122B	1001.3619
FAM122C	36.8949
FAM123A	48.5329
FAM123B	55.2185
FAM123C	250.3405
FAM124A	67.1041
FAM124B	13.3713
FAM125A	1320.0446
FAM125B	2007.1809
FAM126A	61.4089
FAM126B	139.1606
FAM127A	4558.1280
FAM127B	3797.2019
FAM127C	558.8709
FAM128A	4362.0156
FAM128B	7497.3381
FAM129A	22.0379
FAM129B	579.9183
FAM129C	13.6189
FAM131A	1372.2917
FAM131B	1179.3983
FAM131C	407.3295
FAM132A	38.1330
FAM133A	150.7986
FAM133B	862.9442
FAM134A	3948.0005
FAM134B	488.3001
FAM134C	2276.0926
FAM135A	413.7675
FAM135B	51.0090
FAM136A	1119.4751
FAM136B	61.9042
FAM138B	1.4857
FAM138D	0.0000
FAM138E	0.0000
FAM138F	4.2095
FAM13AOS	50.2662
FAM13A	98.3038
FAM13B	544.5091
FAM13C	119.3512
FAM149A	108.2085
FAM149B1	437.2911
FAM150A	0.0000
FAM150B	17.8284
FAM151A	1.9809
FAM151B	11.3904
FAM153A	756.7166
FAM153B	84.4373
FAM153C	7.4285
FAM154A	0.0000
FAM154B	41.1044
FAM155A	362.7584
FAM155B	209.4837
FAM156A	2793.8591
FAM157A	26.7426
FAM157B	1.2381
FAM158A	866.1632
FAM159A	65.8660
FAM160A1	0.0000
FAM160A2	576.6993
FAM160B1	213.9408
FAM160B2	984.0287
FAM161A	166.8936
FAM161B	77.7516
FAM162A	572.9850
FAM162B	63.3899
FAM163A	1686.7649
FAM163B	826.2969
FAM164A	380.5869
FAM164C	57.9423
FAM165B	989.2287
FAM166A	2.9714
FAM166B	21.5427
FAM167A	195.3696
FAM167B	299.3686
FAM168A	70.8184
FAM168B	1567.6613
FAM169A	261.4832
FAM169B	0.0000
FAM170A	0.0000
FAM170B	0.0000
FAM171A1	1111.5513
FAM171A2	1140.2749
FAM171B	1321.2827
FAM172A	481.6145
FAM173A	657.4223
FAM173B	387.5201
FAM174A	1239.8168
FAM174B	214.4361
FAM175A	134.9511
FAM175B	376.8726
FAM176A	22.0379
FAM176B	389.7487
FAM177A1	747.8024
FAM177B	2.4762
FAM178A	510.3380
FAM178B	0.0000
FAM179A	24.7617
FAM179B	136.6844
FAM180A	5.2000
FAM180B	5.6952
FAM181A	0.0000
FAM181B	13.1237
FAM182A	15.8475
FAM182B	135.4463
FAM183A	68.0946
FAM183B	0.9905
FAM184A	507.3666
FAM184B	3.9619
FAM185A	198.8362
FAM186A	11.1428
FAM186B	14.1142
FAM187B	0.0000
FAM188A	1201.1886
FAM188B	70.3231
FAM189A1	6.6857
FAM189A2	96.8181
FAM189B	1337.6254
FAM18A	322.6445
FAM18B2	74.5326
FAM18B	653.4604
FAM190A	22.5331
FAM190B	620.0322
FAM192A	1673.8888
FAM193A	518.7570
FAM193B	1659.0318
FAM194A	2.7238
FAM194B	0.0000
FAM195A	435.3101
FAM195B	11827.1636
FAM196A	0.7429
FAM196B	0.7429
FAM197Y2	0.0000
FAM198A	9.6571
FAM198B	170.3603
FAM199X	94.5896
FAM19A1	143.1224
FAM19A2	48.0376
FAM19A3	26.2474
FAM19A4	2.7238
FAM19A5	87.1611
FAM200A	901.3247
FAM200B	206.2647
FAM20A	38.6282
FAM20B	494.2429
FAM20C	507.3666
FAM21A	230.0359
FAM21B	315.4637
FAM21C	699.0219
FAM22A	136.9320
FAM22D	369.9393
FAM22F	20.5522
FAM22G	5.9428
FAM23A	1.7333
FAM24A	0.0000
FAM24B	234.9882
FAM25A	0.0000
FAM25B	8.4190
FAM26D	0.0000
FAM26E	24.0188
FAM26F	152.0366
FAM27A	137.9225
FAM27B	0.0000
FAM27C	0.0000
FAM27L	6.1904
FAM32A	4558.1280
FAM35A	690.6029
FAM35B2	15.3522
FAM35B	9.6571
FAM36A	609.3847
FAM38A	364.4918
FAM38B	68.8374
FAM3A	902.5628
FAM3B	0.0000
FAM3C	3279.6831
FAM3D	9.6571
FAM40A	770.8308
FAM40B	141.3891
FAM41AY1	0.0000
FAM41C	21.5427
FAM43A	101.7705
FAM43B	1.7333
FAM45A	481.6145
FAM45B	254.3023
FAM46A	85.6754
FAM46B	8.6666
FAM46C	8.9142
FAM46D	0.0000
FAM47A	0.4952
FAM47B	0.0000
FAM47C	0.0000
FAM47E	119.5989
FAM48A	1375.7583
FAM48B1	0.4952
FAM48B2	0.4952
FAM49A	52.4947
FAM49B	1204.9028
FAM50A	3367.5870
FAM50B	700.7552
FAM53A	10.8951
FAM53B	312.7399
FAM53C	1013.7427
FAM54A	77.9993
FAM54B	2400.8914
FAM55A	0.0000
FAM55B	0.0000
FAM55C	176.5507
FAM55D	0.9905
FAM57A	354.8347
FAM57B	3301.7209
FAM58A	530.6426
FAM58B	26.7426
FAM59A	12.1332
FAM5B	79.2373
FAM5C	222.6074
FAM60A	826.5445
FAM63A	195.1220
FAM63B	22.5331
FAM64A	389.9963
FAM65A	1112.2942
FAM65B	16.0951
FAM65C	43.3329
FAM66A	33.6759
FAM66C	171.3507
FAM66D	218.1503
FAM66E	9.4094
FAM69A	247.8643
FAM69B	362.5108
FAM69C	1.4857
FAM70A	1155.3795
FAM70B	111.1799
FAM71A	0.0000
FAM71B	0.0000
FAM71C	0.0000
FAM71D	62.3994
FAM71E1	30.2092
FAM71E2	1.4857
FAM71F1	7.9237
FAM71F2	85.1801
FAM72A	158.4747
FAM72B	76.5136
FAM72D	81.2183
FAM73A	121.0846
FAM73B	585.8611
FAM74A1	0.0000
FAM74A3	0.0000
FAM74A4	0.0000
FAM75A2	0.0000
FAM75A3	0.4952
FAM75A5	0.0000
FAM75A6	0.0000
FAM75C1	2.9714
FAM76A	163.9222
FAM76B	180.7602
FAM78A	59.6756
FAM78B	115.3894
FAM7A2	16.5903
FAM7A3	7.9237
FAM81A	41.8472
FAM81B	1.9809
FAM82A1	100.0371
FAM82A2	514.2999
FAM82B	308.2828
FAM83A	1.4857
FAM83B	0.0000
FAM83C	1.4857
FAM83D	94.3420
FAM83E	0.0000
FAM83F	4.2095
FAM83G	10.3999
FAM83H	8.6666
FAM84A	256.2833
FAM84B	12.3808
FAM86A	410.0532
FAM86B1	135.4463
FAM86B2	11.3904
FAM86C	208.2456
FAM86D	231.2740
FAM89A	78.4945
FAM89B	2906.0295
FAM8A1	687.1363
FAM90A1	26.2474
FAM90A7	8.4190
FAM91A1	393.4629
FAM92A1	523.2141
FAM92A3	3.7143
FAM92B	17.3332
FAM95B1	128.0178
FAM96A	1256.4071
FAM96B	3688.0030
FAM98A	592.5467
FAM98B	283.2735
FAM98C	296.1496
FAM99A	0.9905
FAM99B	0.0000
FAM9A	3.9619
FAM9B	0.0000
FAM9C	0.7429
FANCA	246.3786
FANCB	7.6761
FANCC	240.1882
FANCD2	252.0738
FANCE	325.1207
FANCF	255.5404
FANCG	512.5665
FANCI	283.0259
FANCL	1871.4869
FANCM	46.3043
FANK1	9.4094
FAP	324.1302
FAR1	896.3724
FAR2	81.9611
FARP1	544.5091
FARP2	312.9875
FARS2	167.8841
FARSA	2207.0076
FARSB	826.5445
FASLG	8.9142
FASN	2372.9107
FASTKD1	290.2068
FASTKD2	220.8741
FASTKD3	314.9684
FASTKD5	281.2926
FASTK	2266.9308
FAS	70.5708
FAT1	204.0362
FAT2	2.9714
FAT3	39.6187
FAT4	23.5236
FATE1	2.9714
FAU	30796.0877
FBF1	212.9504
FBLIM1	452.3957
FBLL1	3417.3579
FBLN1	699.7648
FBLN2	218.1503
FBLN5	370.1870
FBLN7	98.3038
FBL	3541.4139
FBN1	255.2928
FBN2	3.2190
FBN3	0.9905
FBP1	71.5612
FBP2	2.4762
FBRSL1	704.2219
FBRS	1549.5852
FBXL12	919.8960
FBXL13	19.3141
FBXL14	418.7198
FBXL15	627.4607
FBXL16	2578.1850
FBXL17	308.7780
FBXL18	231.2740
FBXL19	712.6408
FBXL20	405.5961
FBXL21	44.8186
FBXL22	27.9807
FBXL2	363.0061
FBXL3	504.1476
FBXL4	186.4554
FBXL5	479.3859
FBXL6	1025.8759
FBXL7	202.5505
FBXL8	36.1520
FBXO10	254.5500
FBXO11	1446.8243
FBXO15	41.1044
FBXO16	122.8179
FBXO17	123.5607
FBXO18	731.4597
FBXO21	826.5445
FBXO22OS	582.3945
FBXO22	293.6734
FBXO24	30.7045
FBXO25	342.2063
FBXO27	114.6465
FBXO28	392.4725
FBXO2	242.1691
FBXO30	176.5507
FBXO31	885.2297
FBXO32	123.0655
FBXO33	159.2175
FBXO34	292.6829
FBXO36	97.3134
FBXO38	537.5758
FBXO39	1.2381
FBXO3	1267.7974
FBXO40	0.0000
FBXO41	580.4135
FBXO42	544.2615
FBXO43	72.3041
FBXO44	1155.8747
FBXO45	285.2544
FBXO46	326.3588
FBXO47	0.0000
FBXO48	19.3141
FBXO4	110.6847
FBXO5	245.3881
FBXO6	78.7421
FBXO7	2649.0033
FBXO8	286.7401
FBXO9	517.5189
FBXW10	14.8570
FBXW11	744.0882
FBXW12	3.9619
FBXW2	666.5841
FBXW4	1013.9903
FBXW5	1692.7077
FBXW7	698.7743
FBXW8	595.5181
FBXW9	325.1207
FCAMR	4.9523
FCAR	1.2381
FCER1A	18.0760
FCER1G	1313.3589
FCER2	18.8189
FCF1	485.5763
FCGBP	26.4950
FCGR1A	146.3415
FCGR1B	59.4280
FCGR1C	38.3806
FCGR2A	302.0924
FCGR2B	21.2950
FCGR2C	4.2095
FCGR3A	944.4101
FCGR3B	1.9809
FCGRT	1635.5082
FCHO1	504.3952
FCHO2	360.2823
FCHSD1	479.3859
FCHSD2	241.1787
FCN1	16.0951
FCN2	0.0000
FCN3	21.5427
FCRL1	10.1523
FCRL2	8.4190
FCRL3	6.6857
FCRL4	0.4952
FCRL5	8.6666
FCRL6	5.6952
FCRLA	14.1142
FCRLB	2.4762
FDFT1	1128.3893
FDPSL2A	59.9232
FDPS	2056.9518
FDX1L	791.1353
FDX1	81.7135
FDXACB1	43.3329
FDXR	859.7251
FECH	158.2271
FEM1A	525.1950
FEM1B	532.8711
FEM1C	125.2940
FEN1	1525.3188
FER1L4	236.7216
FER1L5	7.9237
FER1L6	0.2476
FERD3L	0.0000
FERMT1	1.7333
FERMT2	493.5001
FERMT3	179.5221
FER	26.9902
FES	82.9516
FETUB	1.2381
FEV	640.5844
FEZ1	838.6777
FEZ2	813.4208
FEZF1	0.0000
FEZF2	3.7143
FFAR1	0.0000
FFAR2	2.9714
FFAR3	7.4285
FGA	0.0000
FGB	0.0000
FGD1	335.5206
FGD2	68.8374
FGD3	118.3608
FGD4	41.8472
FGD5	94.3420
FGD6	144.3605
FGF10	63.1423
FGF11	93.3515
FGF12	35.6568
FGF13	2024.7617
FGF14	435.3101
FGF16	30.9521
FGF17	1033.0568
FGF18	8.1714
FGF19	10.3999
FGF1	12.1332
FGF20	2.7238
FGF21	0.0000
FGF22	3.9619
FGF23	0.0000
FGF2	35.6568
FGF3	1.9809
FGF4	0.0000
FGF5	0.2476
FGF6	0.0000
FGF7	50.5138
FGF8	3.4666
FGF9	45.8091
FGFBP1	0.0000
FGFBP2	5.4476
FGFBP3	90.8753
FGFR1OP2	369.1965
FGFR1OP	247.6167
FGFR1	366.4727
FGFR2	20.3046
FGFR3	2.9714
FGFR4	55.9614
FGFRL1	6.1904
FGGY	84.6849
FGG	0.0000
FGL1	0.0000
FGL2	113.9037
FGR	69.0851
FHAD1	151.2938
FHDC1	26.7426
FHIT	114.8941
FHL1	4034.9140
FHL2	582.8897
FHL3	711.1551
FHL5	3.4666
FHOD1	526.1855
FHOD3	1114.2751
FH	1119.2274
FIBCD1	1.4857
FIBIN	37.1425
FIBP	3345.3015
FICD	31.4473
FIG4	281.2926
FIGF	34.6663
FIGLA	0.0000
FIGNL1	310.7589
FIGNL2	183.4840
FIGN	41.5996
FILIP1L	230.2835
FILIP1	11.8856
FIP1L1	684.6601
FIS1	16025.9998
FITM1	60.9137
FITM2	53.9804
FIZ1	230.0359
FJX1	236.2263
FKBP10	608.3942
FKBP11	508.6047
FKBP14	48.2853
FKBP15	359.0442
FKBP1AP1	3.7143
FKBP1A	5209.6075
FKBP1B	1284.6354
FKBP2	4123.3131
FKBP3	3727.6216
FKBP4	1338.6158
FKBP5	403.1200
FKBP6	1.2381
FKBP7	185.9601
FKBP8	9133.0940
FKBP9L	11.1428
FKBP9	1122.1988
FKBPL	161.4461
FKRP	173.8269
FKSG29	0.0000
FKSG73	0.0000
FKSG83	0.0000
FKTN	165.4079
FLAD1	945.6481
FLCN	346.1681
FLG2	0.2476
FLG	0.0000
FLI1	102.5133
FLII	844.8681
FLJ10038	403.3676
FLJ10213	11.1428
FLJ10357	386.0344
FLJ10661	67.5994
FLJ11235	50.5138
FLJ12825	93.5991
FLJ13197	139.9034
FLJ13224	6.6857
FLJ14107	0.7429
FLJ16779	0.9905
FLJ22536	482.8525
FLJ23867	174.3221
FLJ25328	0.0000
FLJ25363	0.0000
FLJ25758	3.2190
FLJ26850	3.2190
FLJ30679	2.2286
FLJ32063	0.0000
FLJ33360	85.1801
FLJ33630	249.1024
FLJ34503	1.4857
FLJ35024	68.3422
FLJ35220	999.1333
FLJ35390	339.7301
FLJ35776	33.6759
FLJ36000	10.8951
FLJ36031	236.2263
FLJ36777	5.4476
FLJ37201	34.9140
FLJ37307	33.9235
FLJ37453	239.4453
FLJ37543	4.9523
FLJ39582	255.2928
FLJ39609	25.9998
FLJ39653	2623.4988
FLJ39739	178.0364
FLJ40292	17.3332
FLJ40330	45.0662
FLJ40434	0.0000
FLJ40504	0.0000
FLJ40852	23.5236
FLJ41941	0.0000
FLJ42289	64.8756
FLJ42393	0.0000
FLJ42627	1142.0082
FLJ42709	167.1413
FLJ42875	11.8856
FLJ43390	1.9809
FLJ43663	491.0239
FLJ43859	0.0000
FLJ43860	0.4952
FLJ43950	0.0000
FLJ44054	0.0000
FLJ44082	0.0000
FLJ44606	96.5705
FLJ44635	1104.6181
FLJ45079	17.8284
FLJ45244	874.0869
FLJ45340	725.5169
FLJ45445	1154.8842
FLJ45983	2545.0043
FLJ46111	1.7333
FLJ46321	0.0000
FLJ46361	0.0000
FLJ90757	378.6059
FLNA	2013.8665
FLNB	232.0168
FLNC	150.0557
FLOT1	5154.6366
FLOT2	1783.3354
FLRT1	114.8941
FLRT2	53.9804
FLRT3	401.1390
FLT1	200.3219
FLT3LG	104.7419
FLT3	1.4857
FLT4	124.5512
FLVCR1	108.2085
FLVCR2	27.4855
FLYWCH1	475.9193
FLYWCH2	831.9921
FMN1	32.9330
FMN2	561.5947
FMNL1	752.5071
FMNL2	903.3057
FMNL3	163.1794
FMO1	35.6568
FMO2	51.0090
FMO3	25.5045
FMO4	11.1428
FMO5	17.3332
FMO6P	0.0000
FMO9P	0.0000
FMOD	331.3111
FMR1NB	11.3904
FMR1	610.1275
FN1	4233.5025
FN3KRP	1935.6197
FN3K	326.3588
FNBP1L	1505.7571
FNBP1	1007.7999
FNBP4	1630.5559
FNDC1	193.8839
FNDC3A	744.3358
FNDC3B	87.6563
FNDC4	288.7211
FNDC5	1770.2117
FNDC7	0.0000
FNDC8	28.9712
FNIP1	203.2933
FNIP2	123.3131
FNTA	1575.0898
FNTB	302.3400
FOLH1B	6.6857
FOLH1	62.8946
FOLR1	1.7333
FOLR2	439.2720
FOLR3	0.0000
FOLR4	2.4762
FOSB	51.5043
FOSL1	10.3999
FOSL2	77.0088
FOS	965.2099
FOXA1	0.0000
FOXA2	0.0000
FOXA3	4.4571
FOXB1	0.0000
FOXB2	0.0000
FOXC1	14.6094
FOXC2	17.3332
FOXD1	1.2381
FOXD2	1.4857
FOXD3	7.1809
FOXD4L1	2.2286
FOXD4L2	5.2000
FOXD4L3	1.9809
FOXD4L5	0.0000
FOXD4L6	7.6761
FOXD4	12.8761
FOXE1	0.0000
FOXE3	1.4857
FOXF1	28.7235
FOXF2	4.9523
FOXG1	1.2381
FOXH1	23.5236
FOXI1	0.0000
FOXI2	1.4857
FOXI3	0.0000
FOXJ1	8.6666
FOXJ2	167.6365
FOXJ3	796.5829
FOXK1	993.4382
FOXK2	1623.3750
FOXL1	20.3046
FOXL2	0.4952
FOXM1	798.5638
FOXN1	0.4952
FOXN2	147.5795
FOXN3	403.1200
FOXN4	557.1376
FOXO1	56.7042
FOXO3B	146.8367
FOXO3	1062.0280
FOXO4	240.1882
FOXP1	287.4830
FOXP2	0.0000
FOXP3	23.0284
FOXP4	375.1393
FOXQ1	0.0000
FOXR1	0.0000
FOXR2	66.3613
FOXRED1	545.2519
FOXRED2	446.9481
FOXS1	315.2160
FPGS	690.8506
FPGT	95.3324
FPR1	71.8088
FPR2	0.7429
FPR3	148.8176
FRAS1	7.4285
FRAT1	315.2160
FRAT2	246.3786
FREM1	83.9421
FREM2	0.2476
FRG1B	475.9193
FRG1	1146.7129
FRG2B	3.7143
FRG2C	9.4094
FRG2	2.2286
FRK	4.7047
FRMD1	0.4952
FRMD3	31.6949
FRMD4A	224.3407
FRMD4B	65.8660
FRMD5	257.0261
FRMD6	86.1706
FRMD7	0.0000
FRMD8	406.5866
FRMPD1	45.8091
FRMPD2L1	9.1618
FRMPD2	2.9714
FRMPD4	0.0000
FRRS1	2.7238
FRS2	187.9411
FRS3	909.9913
FRYL	454.8719
FRY	772.3165
FRZB	666.8317
FSCB	0.0000
FSCN1	6796.0877
FSCN2	19.3141
FSCN3	17.5808
FSD1L	98.3038
FSD1	2746.0691
FSD2	0.0000
FSHB	0.0000
FSHR	0.0000
FSIP1	14.1142
FSTL1	1422.0626
FSTL3	452.8909
FSTL4	77.0088
FSTL5	99.2943
FST	3.9619
FTCD	124.5512
FTH1	33745.4500
FTHL17	0.0000
FTHL3	14.1142
FTLP10	0.0000
FTL	48484.0906
FTMT	0.0000
FTO	1106.3514
FTSJ1	924.6007
FTSJ2	1229.6645
FTSJ3	1821.4684
FTSJD1	181.5030
FTSJD2	928.0674
FUBP1	766.6213
FUBP3	867.1536
FUCA1	793.3639
FUCA2	510.3380
FUK	289.2163
FUNDC1	577.9374
FUNDC2P2	62.8946
FUNDC2	859.7251
FURIN	423.1769
FUS	8005.6952
FUT10	23.5236
FUT11	76.5136
FUT1	6.9333
FUT2	17.3332
FUT3	2.2286
FUT4	26.7426
FUT5	0.7429
FUT6	0.4952
FUT7	27.2378
FUT8	278.8164
FUT9	96.8181
FUZ	567.2898
FXC1	788.1639
FXN	20.7998
FXR1	1354.7109
FXR2	918.9055
FXYD1	136.9320
FXYD2	22.5331
FXYD3	3.4666
FXYD4	0.0000
FXYD5	745.3262
FXYD6	5580.2897
FXYD7	948.6195
FYB	83.6944
FYCO1	57.6947
FYN	2888.6963
FYTTD1	779.7450
FZD10	5.6952
FZD1	74.0374
FZD2	31.6949
FZD3	101.7705
FZD4	127.0274
FZD5	74.5326
FZD6	53.4852
FZD7	40.8568
FZD8	203.2933
FZD9	0.7429
FZR1	729.2312
G0S2	175.0650
G2E3	207.2552
G3BP1	861.2108
G3BP2	909.2485
G6PC2	0.0000
G6PC3	3167.7603
G6PC	0.0000
G6PD	606.4133
GAA	3090.5039
GAB1	103.0085
GAB2	787.6687
GAB3	59.1804
GAB4	0.4952
GABARAPL1	1972.5145
GABARAPL2	9176.9221
