gene_id	test_unc_SRR1559191
MAGEE1	183.7316
MAGEE2	162.6842
MAGEF1	2323.1398
MAGEH1	1368.3298
MAGEL2	376.1298
MAGI1	357.5585
MAGI2	439.7672
MAGI3	231.2740
MAGIX	31.9426
MAGOHB	182.7411
MAGOH	1656.5557
MAGT1	203.7885
MAG	0.0000
MAK16	436.7958
MAK	3.2190
MAL2	13.3713
MALAT1	5375.0155
MALL	77.7516
MALT1	126.5321
MAL	25.5045
MAMDC2	14.6094
MAMDC4	366.2251
MAML1	370.9298
MAML2	14.6094
MAML3	603.1943
MAMLD1	149.3129
MAMSTR	27.2378
MAN1A1	126.5321
MAN1A2	91.8658
MAN1B1	1207.1314
MAN1C1	100.7800
MAN2A1	28.2283
MAN2A2	435.0625
MAN2B1	678.7173
MAN2B2	182.7411
MAN2C1	1218.5217
MANBAL	2267.1784
MANBA	334.7778
MANEAL	1290.3306
MANEA	126.0369
MANF	1593.4134
MANSC1	287.9782
MAOA	3777.1450
MAOB	46.5519
MAP1A	528.1664
MAP1B	2715.8598
MAP1D	208.4933
MAP1LC3A	4176.3031
MAP1LC3B2	572.2422
MAP1LC3B	2020.3046
MAP1LC3C	3.9619
MAP1S	857.7442
MAP2K1	809.2113
MAP2K2	1881.8868
MAP2K3	353.8442
MAP2K4	646.0319
MAP2K5	600.4705
MAP2K6	50.0186
MAP2K7	885.4773
MAP2	2426.6436
MAP3K10	667.0794
MAP3K11	875.3250
MAP3K12	901.8200
MAP3K13	5.2000
MAP3K14	352.3585
MAP3K15	0.7429
MAP3K1	62.1518
MAP3K2	54.7233
MAP3K3	848.5824
MAP3K4	552.9281
MAP3K5	237.4644
MAP3K6	65.8660
MAP3K7	569.2708
MAP3K8	49.5233
MAP3K9	14.3618
MAP4K1	187.6935
MAP4K2	360.0347
MAP4K3	580.9088
MAP4K4	1603.0704
MAP4K5	738.8882
MAP4	2339.4825
MAP6D1	116.1322
MAP6	1333.1683
MAP7D1	3510.7094
MAP7D2	595.2705
MAP7D3	30.7045
MAP7	601.7086
MAP9	177.7888
MAPK10	868.1441
MAPK11	1090.2563
MAPK12	1614.9560
MAPK13	132.9702
MAPK14	434.8149
MAPK15	1.4857
MAPK1IP1L	974.1241
MAPK1	669.3079
MAPK3	1729.3550
MAPK4	428.8721
MAPK6	464.5289
MAPK7	343.9396
MAPK8IP1	3862.8204
MAPK8IP2	2781.7259
MAPK8IP3	1528.5378
MAPK8	407.3295
MAPK9	802.2781
MAPKAP1	1061.2851
MAPKAPK2	319.9208
MAPKAPK3	183.9792
MAPKAPK5	797.5734
MAPKBP1	421.1960
MAPKSP1	750.7738
MAPRE1	2315.4637
MAPRE2	881.2678
MAPRE3	2760.6785
MAPT	3585.4897
MARCH10	11.8856
MARCH11	7331.6826
MARCH1	65.8660
MARCH2	596.2610
MARCH3	42.8377
MARCH4	474.4336
MARCH5	384.5487
MARCH6	650.7367
MARCH7	794.1067
MARCH8	172.0936
MARCH9	1572.8612
MARCKSL1	18679.7078
MARCKS	4804.7542
MARCO	4.2095
MARK1	596.5086
MARK2	701.2505
MARK3	1748.6691
MARK4	336.0158
MARS2	45.5615
MARS	2637.3654
MARVELD1	519.2522
MARVELD2	2.2286
MARVELD3	3.9619
MAS1L	0.0000
MAS1	0.0000
MASP1	35.6568
MASP2	102.5133
MAST1	1565.1851
MAST2	798.3162
MAST3	127.5226
MAST4	26.2474
MASTL	205.0266
MAT1A	1.7333
MAT2A	6024.2664
MAT2B	999.3810
MATK	22.0379
MATN1	9.4094
MATN2	225.0836
MATN3	49.2757
MATN4	0.0000
MATR3	7042.4663
MAVS	385.7868
MAX	1263.8356
MAZ	9366.8441
MBD1	1095.4562
MBD2	284.2640
MBD3L1	0.0000
MBD3L2	0.0000
MBD3L5	0.0000
MBD3	2065.6184
MBD4	512.3189
MBD5	249.1024
MBD6	560.8518
MBIP	468.4908
MBL1P	101.0276
MBL2	0.0000
MBLAC1	149.8081
MBLAC2	165.1603
MBNL1	477.9002
MBNL2	1346.5396
MBNL3	6.1904
MBOAT1	25.7521
MBOAT2	558.8709
MBOAT4	5.4476
MBOAT7	653.7081
MBP	40.8568
MBTD1	921.6293
MBTPS1	1231.8930
MBTPS2	733.1930
MB	9.1618
MC1R	385.2916
MC2R	0.0000
MC3R	0.0000
MC4R	192.3982
MC5R	0.0000
MCAM	1752.8785
MCART1	72.3041
MCART2	5.4476
MCART3P	0.0000
MCART6	7.9237
MCAT	379.5964
MCCC1	360.0347
MCCC2	301.8447
MCCD1	0.0000
MCC	671.5365
MCEE	298.1305
MCF2L2	65.1232
MCF2L	807.2304
MCF2	1.9809
MCFD2	923.8579
MCHR1	134.2082
MCHR2	0.0000
MCL1	1669.1841
MCM10	138.9130
MCM2	791.6306
MCM3APAS	134.7035
MCM3AP	1845.4872
MCM3	1092.4848
MCM4	363.5013
MCM5	533.3663
MCM6	476.9097
MCM7	7160.3318
MCM8	204.7790
MCM9	43.5805
MCOLN1	696.2981
MCOLN2	11.8856
MCOLN3	2.2286
MCPH1	194.6267
MCRS1	1277.4545
MCTP1	22.2855
MCTP2	5.2000
MCTS1	285.7497
MDC1	590.8134
MDFIC	103.0085
MDFI	83.6944
MDGA1	31.9426
MDGA2	22.7807
MDH1B	62.6470
MDH1	4494.9858
MDH2	6285.0068
MDK	30048.2853
MDM1	194.6267
MDM2	427.1388
MDM4	661.6318
MDN1	98.5514
MDP1	506.3761
MDS2	0.0000
ME1	279.3116
ME2	488.5477
ME3	464.0337
MEA1	4387.0249
MEAF6	2196.6077
MECOM	31.6949
MECP2	324.3779
MECR	274.3593
MED10	1786.3068
MED11	233.7502
MED12L	4.2095
MED12	365.9775
MED13L	399.4057
MED13	480.6240
MED14	617.5560
MED15	1703.3552
MED16	570.0136
MED17	210.4742
MED18	312.2446
MED19	988.7334
MED1	693.8220
MED20	479.3859
MED21	605.9180
MED22	666.0889
MED23	715.3646
MED24	5769.7165
MED25	397.4248
MED26	210.7218
MED27	959.2671
MED28	433.8244
MED29	756.2214
MED30	444.2243
MED31	335.2730
MED4	1387.6439
MED6	594.7753
MED7	345.4253
MED8	1105.8561
MED9	571.2517
MEF2A	491.7667
MEF2B	71.8088
MEF2C	79.9802
MEF2D	358.7966
MEFV	0.7429
MEG3	20725.0217
MEG8	12.6285
MEGF10	0.2476
MEGF11	9.4094
MEGF6	58.4375
MEGF8	1315.5875
MEGF9	216.4170
MEI1	66.6089
MEIG1	24.2664
MEIS1	1390.8629
MEIS2	3097.4372
MEIS3P1	649.9938
MEIS3	1805.6209
MELK	146.8367
MEMO1	556.3947
MEN1	1757.0880
MEOX1	77.5040
MEOX2	73.5422
MEP1A	3.9619
MEP1B	0.7429
MEPCE	1072.6755
MEPE	0.7429
MERTK	67.1041
MESDC1	394.2058
MESDC2	408.3199
MESP1	113.6561
MESP2	5.9428
MESTIT1	21.7903
MEST	1832.1159
METAP1	893.4010
METAP2	1635.5082
METRNL	124.3036
METRN	371.1774
METT10D	163.9222
METT11D1	1286.3687
METT5D1	318.9303
METTL10	256.0357
METTL11A	992.9429
METTL11B	1.7333
METTL12	121.0846
METTL13	597.2515
METTL14	284.5116
METTL1	244.8929
METTL2A	548.4710
METTL2B	627.2131
METTL3	1636.7463
METTL4	231.5216
METTL5	833.9730
METTL6	552.6805
METTL7A	119.8465
METTL7B	30.9521
METTL8	68.5898
METTL9	1949.2386
MET	219.8836
MEX3A	593.7848
MEX3B	462.7956
MEX3C	459.8242
MEX3D	454.8719
MFAP1	919.6484
MFAP2	1175.6840
MFAP3L	65.3708
MFAP3	778.2593
MFAP4	336.5111
MFAP5	47.5424
MFF	1636.7463
MFGE8	595.5181
MFHAS1	42.0948
MFI2	223.3503
MFN1	485.5763
MFN2	1137.3035
MFNG	163.4270
MFRP	167.6365
MFSD10	3857.1252
MFSD11	917.9151
MFSD1	1029.0950
MFSD2A	29.2188
MFSD2B	6.6857
MFSD3	419.9579
MFSD4	176.0555
MFSD5	533.3663
MFSD6L	1.4857
MFSD6	752.0119
MFSD7	65.8660
MFSD8	299.6162
MFSD9	96.0753
MGAM	35.6568
MGAT1	1148.4462
MGAT2	329.3302
MGAT3	623.7464
MGAT4A	472.7003
MGAT4B	1863.8108
MGAT4C	68.3422
MGAT5B	431.3483
MGAT5	63.8851
MGA	136.6844
MGC12916	0.7429
MGC12982	6.9333
MGC14436	7.1809
MGC15885	1.2381
MGC16025	1.4857
MGC16121	89.8849
MGC16142	202.0552
MGC16275	244.3977
MGC16384	16.8379
MGC16703	189.1792
MGC21881	623.0036
MGC23270	11.1428
MGC23284	17.3332
MGC26647	0.0000
MGC27382	0.0000
MGC2752	559.1185
MGC2889	2.7238
MGC29506	76.7612
MGC34034	0.0000
MGC3771	65.6184
MGC42105	55.7138
MGC4473	3.4666
MGC45800	14.1142
MGC57346	733.6883
MGC70857	674.7555
MGC72080	1720.1931
MGC87042	26.7426
MGEA5	2998.8857
MGLL	116.6275
MGMT	789.8972
MGP	14710.1647
MGRN1	783.4592
MGST1	26.2474
MGST2	523.4617
MGST3	3169.4936
MIA2	0.0000
MIA3	906.2771
MIAT	4780.9830
MIA	193.3886
MIB1	432.8340
MIB2	1002.8476
MICAL1	2086.6658
MICAL2	275.1021
MICAL3	1073.6660
MICALCL	0.0000
MICALL1	470.2241
MICALL2	339.2349
MICA	111.9227
MICB	10.8951
MID1IP1	498.9476
MID1	40.1139
MID2	33.4283
MIDN	1567.9089
MIER1	322.1493
MIER2	367.2156
MIER3	248.6072
MIF4GD	947.3815
MIF	20076.2659
MIIP	722.7931
MIMT1	294.1686
MINA	286.2449
MINK1	646.7748
MINPP1	414.5103
MIOS	638.3558
MIOX	1.2381
MIPEP	860.9632
MIPOL1	0.9905
MIP	2.2286
MIR155HG	11.6380
MIR17HG	213.6932
MIS12	649.4986
MITD1	470.9669
MITF	21.0474
MIXL1	0.0000
MKI67IP	1181.8745
MKI67	225.0836
MKKS	1142.9986
MKL1	724.2788
MKL2	165.1603
MKLN1	470.2241
MKNK1	519.2522
MKNK2	751.5167
MKRN1	3081.3421
MKRN2	430.8530
MKRN3	230.7788
MKS1	360.0347
MKX	0.0000
MLANA	0.9905
MLC1	1.9809
MLEC	970.4098
MLF1IP	510.5856
MLF1	211.4647
MLF2	6965.2099
MLH1	1764.5165
MLH3	117.8655
MLKL	60.1709
MLL2	204.7790
MLL3	724.7740
MLL4	414.7580
MLL5	1798.9352
MLLT10	677.2316
MLLT11	11632.7844
MLLT1	1155.8747
MLLT3	81.7135
MLLT4	563.8232
MLLT6	4150.7986
MLL	985.2668
MLNR	3.9619
MLN	0.0000
MLPH	2.4762
MLST8	1708.8028
MLXIPL	11.3904
MLXIP	844.6205
MLX	1630.3083
MLYCD	244.3977
MMAA	42.0948
MMAB	455.8623
MMACHC	33.6759
MMADHC	1272.2545
MMD2	26.4950
MMD	2188.6839
MMEL1	0.4952
MME	2.4762
MMGT1	593.2896
MMP10	0.0000
MMP11	519.7474
MMP12	86.4182
MMP13	0.0000
MMP14	535.5949
MMP15	1179.8935
MMP16	18.5713
MMP17	1970.5336
MMP19	771.8212
MMP1	14.1142
MMP20	0.0000
MMP21	3.2190
MMP23A	43.0853
MMP23B	29.4664
MMP24	687.8792
MMP25	18.0760
MMP26	0.0000
MMP27	0.0000
MMP28	38.1330
MMP2	1195.7410
MMP3	0.7429
MMP7	0.0000
MMP8	0.0000
MMP9	133.4654
MMRN1	63.1423
MMRN2	202.7981
MMS19	1417.3579
MN1	41.8472
MNAT1	271.1403
MND1	213.4456
MNDA	51.2567
MNS1	51.0090
MNT	427.6340
MNX1	0.0000
MOAP1	1897.7343
MOB2	2059.9232
MOBKL1A	234.4930
MOBKL1B	170.8555
MOBKL2A	468.7384
MOBKL2B	24.5141
MOBKL2C	226.3217
MOBKL3	498.2048
MOBP	14.1142
MOCOS	2.7238
MOCS1	113.9037
MOCS2	668.5651
MOCS3	249.1024
MOGAT1	0.0000
MOGAT2	0.0000
MOGAT3	0.0000
MOGS	1024.8855
MOG	7.6761
MON1A	413.2723
MON1B	296.1496
MON2	304.3209
MORC1	0.7429
MORC2	280.0545
MORC3	286.4925
MORC4	98.3038
MORF4L1	4514.0522
MORF4L2	5427.5102
MORF4	15.3522
MORN1	104.9895
MORN2	712.1456
MORN3	54.7233
MORN4	1249.2262
MORN5	13.8665
MOSC1	611.6132
MOSC2	55.7138
MOSPD1	121.8274
MOSPD2	87.1611
MOSPD3	1577.5659
MOS	0.0000
MOV10L1	25.2569
MOV10	241.6739
MOXD1	28.9712
MPDU1	1615.6989
MPDZ	327.5969
MPEG1	232.7597
MPG	1253.6833
MPHOSPH10	602.6990
MPHOSPH6	620.7750
MPHOSPH8	416.2437
MPHOSPH9	96.0753
MPI	835.7063
MPL	3.9619
MPND	397.1772
MPO	3.9619
MPP1	635.3844
MPP2	1638.7273
MPP3	1219.2646
MPP4	11.1428
MPP5	117.3703
MPP6	232.2645
MPP7	10.3999
MPPE1	249.3500
MPPED1	27.9807
MPPED2	53.9804
MPRIP	2413.0246
MPST	912.9627
MPV17L2	268.6641
MPV17L	28.4759
MPV17	2442.2434
MPZL1	713.3837
MPZL2	73.5422
MPZL3	0.0000
MPZ	126.7797
MR1	55.4661
MRAP2	43.0853
MRAP	0.0000
MRAS	456.8528
MRC1	51.7519
MRC2	382.3202
MRE11A	57.4471
MREG	179.7697
MRFAP1L1	2101.0276
MRFAP1	6669.5555
MRGPRD	3.4666
MRGPRE	2.4762
MRGPRF	24.7617
MRGPRG	0.0000
MRGPRX1	0.0000
MRGPRX2	0.0000
MRGPRX3	0.0000
MRGPRX4	0.0000
MRI1	430.1102
MRM1	253.5595
MRO	9.1618
MRP63	510.3380
MRPL10	3243.0358
MRPL11	1015.2284
MRPL12	4348.6443
MRPL13	586.1087
MRPL14	1628.3273
MRPL15	646.5272
MRPL16	1138.0463
MRPL17	789.6496
MRPL18	1509.9666
MRPL19	222.8550
MRPL1	562.5851
MRPL20	3957.4099
MRPL21	2090.3801
MRPL22	219.1408
MRPL23	2727.7455
MRPL24	1889.0677
MRPL27	4547.2329
MRPL28	4001.4857
MRPL2	665.8413
MRPL30	623.2512
MRPL32	2008.6666
MRPL33	4990.2191
MRPL34	1659.0318
MRPL35	375.6345
MRPL36	974.6193
MRPL37	1469.8527
MRPL38	2501.1762
MRPL39	397.9200
MRPL3	1082.5802
MRPL40	1659.0318
MRPL41	3226.9407
MRPL42P5	88.6468
MRPL42	751.0214
MRPL43	2695.0600
MRPL44	661.6318
MRPL45	2077.9993
MRPL46	988.2382
MRPL47	1192.0267
MRPL48	557.3852
MRPL49	1456.7290
MRPL4	1015.9713
MRPL50	560.6042
MRPL51	5235.1120
MRPL52	1056.5804
MRPL53	3249.2262
MRPL54	1548.3472
MRPL55	3307.9114
MRPL9	1881.6392
MRPS10	471.7098
MRPS11	768.3546
MRPS12	656.9271
MRPS14	571.7469
MRPS15	1872.4774
MRPS16	1175.4364
MRPS17	942.9244
MRPS18A	833.2302
MRPS18B	1398.7867
MRPS18C	444.7196
MRPS21	8673.0222
MRPS22	666.5841
MRPS23	3961.3718
MRPS24	3714.4980
MRPS25	652.2224
MRPS26	3424.5388
MRPS27	1144.2367
MRPS28	866.6584
MRPS2	1170.2365
MRPS30	250.5881
MRPS31	557.3852
MRPS33	2960.7528
MRPS34	3039.4949
MRPS35	1010.2761
MRPS36	551.6900
MRPS5	1188.8077
MRPS6	1747.4310
MRPS7	2706.6980
MRPS9	583.6325
MRRF	853.5347
MRS2P2	7.1809
MRS2	463.7861
MRTO4	805.9923
MRVI1	108.9513
MS4A10	0.0000
MS4A12	0.0000
MS4A13	0.0000
MS4A14	23.7712
MS4A15	0.0000
MS4A1	63.1423
MS4A2	0.4952
MS4A3	1.2381
MS4A4A	245.1405
MS4A5	0.0000
MS4A6A	668.3174
MS4A6E	0.0000
MS4A7	267.6736
MS4A8B	0.0000
MSC	220.6265
MSGN1	0.0000
MSH2	593.5372
MSH3	107.2180
MSH4	0.4952
MSH5	553.6709
MSH6	649.4986
MSI1	448.1862
MSI2	254.0547
MSL1	5668.1936
MSL2	444.9672
MSL3L2	80.7230
MSL3	496.4715
MSLNL	0.0000
MSLN	0.0000
MSMB	0.0000
MSMP	46.5519
MSN	721.3074
MSR1	230.2835
MSRA	128.5131
MSRB2	539.5568
MSRB3	110.4370
MST1P2	197.1029
MST1P9	103.7514
MST1R	233.5025
MST1	1012.9999
MST4	51.7519
MSTN	15.1046
MSTO1	335.5206
MSTO2P	259.7499
MSX1	39.6187
MSX2P1	1.9809
MSX2	5.4476
MT1A	0.0000
MT1B	0.0000
MT1DP	0.0000
MT1E	46.5519
MT1F	71.5612
MT1G	0.0000
MT1H	12.1332
MT1IP	0.0000
MT1L	37.8854
MT1M	0.0000
MT1X	97.8086
MT2A	806.4876
MT3	0.0000
MT4	0.0000
MTA1	2037.6377
MTA2	1812.5542
MTA3	467.5003
MTAP	126.0369
MTBP	124.0560
MTCH1	4648.7557
MTCH2	955.3052
MTCP1NB	372.1679
MTCP1	34.6663
MTDH	629.9369
MTERFD1	430.1102
MTERFD2	706.2028
MTERFD3	1179.8935
MTERF	532.6235
MTF1	99.0467
MTF2	547.2329
MTFMT	161.6937
MTFR1	156.7414
MTG1	1231.1502
MTHFD1L	202.3028
MTHFD1	229.7883
MTHFD2L	425.9007
MTHFD2	573.9755
MTHFR	281.7878
MTHFSD	195.1220
MTHFS	573.7279
MTIF2	439.7672
MTIF3	1103.3800
MTL5	82.2087
MTM1	63.1423
MTMR10	238.9501
MTMR11	262.9689
MTMR12	158.4747
MTMR14	953.3243
MTMR15	386.0344
MTMR1	309.7685
MTMR2	296.1496
MTMR3	358.7966
MTMR4	1817.7541
MTMR6	349.3871
MTMR7	302.8352
MTMR8	3.9619
MTMR9L	311.2542
MTMR9	274.6069
MTNR1A	0.0000
MTNR1B	0.0000
MTO1	192.1506
MTOR	700.2600
MTP18	206.0171
MTPAP	231.0264
MTRF1L	383.0630
MTRF1	317.6922
MTRR	288.4734
MTR	307.2923
MTSS1L	717.0979
MTSS1	1146.7129
MTTP	9.1618
MTUS1	357.8061
MTUS2	6.9333
MTVR2	2.2286
MTX1	690.8506
MTX2	1861.8299
MTX3	161.6937
MUC12	8.6666
MUC13	0.0000
MUC15	1677.8507
MUC16	0.0000
MUC17	0.0000
MUC1	441.5006
MUC20	154.5128
MUC21	0.0000
MUC2	0.2476
MUC4	12.8761
MUC5B	0.7429
MUC6	23.5236
MUC7	0.0000
MUCL1	0.0000
MUDENG	487.5573
MUL1	898.6010
MUM1L1	0.0000
MUM1	3088.5230
MURC	146.3415
MUS81	1100.6562
MUSK	0.0000
MUSTN1	106.7228
MUTED	192.6458
MUTYH	459.3290
MUT	236.9692
MVD	833.9730
MVK	594.2801
MVP	1159.3413
MX1	69.0851
MX2	102.5133
MXD1	235.2359
MXD3	1468.8622
MXD4	1129.1321
MXI1	975.1145
MXRA5	73.0469
MXRA7	7711.0313
MXRA8	1317.8160
MYADML2	39.6187
MYADML	0.7429
MYADM	525.4426
MYBBP1A	1194.7505
MYBL1	65.3708
MYBL2	1040.7329
MYBPC1	0.0000
MYBPC2	0.4952
MYBPC3	0.9905
MYBPHL	1.4857
MYBPH	0.0000
MYB	33.1806
MYCBP2	792.8686
MYCBPAP	7.9237
MYCBP	321.6541
MYCL1	69.3327
MYCNOS	9.1618
MYCN	211.2170
MYCT1	88.6468
MYC	435.8054
MYD88	595.7658
MYEF2	1138.5415
MYEOV2	3773.9260
MYEOV	13.1237
MYF5	0.0000
MYF6	1.2381
MYH10	601.4609
MYH11	46.5519
MYH13	0.0000
MYH14	0.7429
MYH15	23.7712
MYH16	0.0000
MYH1	0.0000
MYH2	0.0000
MYH3	75.7707
MYH4	0.0000
MYH6	27.7331
MYH7B	20.5522
MYH7	44.3234
MYH8	0.2476
MYH9	1103.6276
MYL10	0.0000
MYL12A	3011.7618
MYL12B	9370.0631
MYL1	0.0000
MYL2	0.0000
MYL3	5.4476
MYL4	36.1520
MYL5	201.0648
MYL6B	6555.8995
MYL6	32098.0562
MYL7	71.3136
MYL9	2255.0452
MYLIP	88.8944
MYLK2	24.7617
MYLK3	2.9714
MYLK4	17.3332
MYLK	344.4348
MYLPF	5.6952
MYNN	257.0261
MYO10	28.4759
MYO15A	85.1801
MYO15B	2255.0452
MYO16	13.8665
MYO18A	297.6353
MYO18B	9.6571
MYO19	628.4512
MYO1A	0.9905
MYO1B	622.2607
MYO1C	505.8809
MYO1D	225.3312
MYO1E	49.0281
MYO1F	81.9611
MYO1G	77.5040
MYO1H	14.1142
MYO3A	6.9333
MYO3B	0.0000
MYO5A	364.2442
MYO5B	18.8189
MYO5C	7.1809
MYO6	196.6077
MYO7A	152.5319
MYO7B	10.1523
MYO9A	77.9993
MYO9B	2834.9635
MYOCD	0.4952
MYOC	3.2190
MYOD1	0.0000
MYOF	83.1992
MYOG	1.7333
MYOM1	28.4759
MYOM2	52.9900
MYOM3	5.4476
MYOT	16.0951
MYOZ1	27.9807
MYOZ2	3.9619
MYOZ3	47.5424
MYPN	0.4952
MYPOP	230.7788
MYRIP	49.7710
MYSM1	30.7045
MYST1	2499.9381
MYST2	1344.5586
MYST3	223.3503
MYST4	210.7218
MYT1L	459.3290
MYT1	3235.8549
MZF1	600.4705
N4BP1	313.7303
N4BP2L1	452.3957
N4BP2L2	1209.3599
N4BP2	23.5236
N4BP3	97.0657
N6AMT1	159.2175
N6AMT2	244.8929
NAA10	3342.8253
NAA11	134.4559
NAA15	279.3116
NAA16	400.6438
NAA20	2246.3786
NAA25	383.0630
NAA30	393.9582
NAA35	232.2645
NAA38	1201.6838
NAA40	1509.4713
NAA50	888.4487
NAAA	163.1794
NAALAD2	304.5685
NAALADL1	56.9518
NAALADL2	3.9619
NAB1	604.6800
NAB2	478.1478
NACA2	6541.5377
NACAD	1702.3647
NACAP1	658.1652
NACA	22283.7687
NACC1	280.3021
NACC2	4.2095
NADK	953.3243
NADSYN1	754.4881
NAE1	801.7828
NAF1	109.9418
NAGA	248.3595
NAGK	987.0001
NAGLU	568.2803
NAGPA	303.0828
NAGS	47.2948
NAIF1	203.2933
NAIP	1167.2651
NALCN	149.3129
NAMPT	635.1368
NANOG	4.9523
NANOS1	311.5018
NANOS2	7.9237
NANOS3	224.8360
NANP	69.0851
NANS	592.2991
NAP1L1	4258.2642
NAP1L2	16.8379
NAP1L3	767.6117
NAP1L4	3594.4039
NAP1L5	1545.8710
NAP1L6	0.0000
NAPA	1161.8175
NAPB	1089.2658
NAPEPLD	391.9772
NAPG	460.3194
NAPRT1	186.9506
NAPSA	12.3808
NAPSB	82.9516
NARFL	1270.7688
NARF	3421.0722
NARG2	217.6551
NARS2	250.8357
NARS	1911.1056
NASP	3462.6718
NAT10	611.8608
NAT14	2132.4749
NAT15	1052.6185
NAT1	17.5808
NAT2	1.2381
NAT6	575.9564
NAT8B	1.9809
NAT8L	129.9988
NAT8	4.4571
NAT9	2464.5289
NAV1	219.3884
NAV2	75.5231
NAV3	160.7032
NBAS	859.7251
NBEAL1	23.0284
NBEAL2	494.4905
NBEA	748.0500
NBL1	327.8445
NBLA00301	8473.9383
NBN	193.6363
NBPF10	63.6375
NBPF14	259.0071
NBPF15	889.9344
NBPF16	239.6930
NBPF1	691.8410
NBPF22P	10.3999
NBPF3	192.8934
NBPF4	83.6944
NBPF6	45.5615
NBPF7	0.0000
NBPF9	208.9885
NBR1	2099.0467
NBR2	571.2517
NCALD	171.1031
NCAM1	3837.8111
NCAM2	88.6468
NCAN	2.7238
NCAPD2	443.2339
NCAPD3	176.5507
NCAPG2	356.3204
NCAPG	81.2183
NCAPH2	1558.4994
NCAPH	139.1606
NCBP1	293.9210
NCBP2	3527.2997
NCCRP1	5.2000
NCDN	1307.4161
NCEH1	35.4092
NCF1B	6.4380
NCF1C	24.5141
NCF1	56.7042
NCF2	54.2281
NCF4	174.5698
NCK1	338.9872
NCK2	844.8681
NCKAP1L	71.3136
NCKAP1	933.7625
NCKAP5L	1060.5423
NCKAP5	45.8091
NCKIPSD	452.3957
NCLN	1002.6000
NCL	5039.4949
NCOA1	568.5279
NCOA2	67.1041
NCOA3	234.2454
NCOA4	1549.0900
NCOA5	1503.5285
NCOA6	539.8044
NCOA7	1214.0646
NCOR1	744.5834
NCOR2	2160.7032
NCR1	0.0000
NCR2	2.9714
NCR3	4.7047
NCRNA00028	0.0000
NCRNA00029	0.0000
NCRNA00032	0.0000
NCRNA00051	4.7047
NCRNA00052	64.3803
NCRNA00081	635.3844
NCRNA00085	150.5509
NCRNA00086	208.4933
NCRNA00087	138.1701
NCRNA00092	12.3808
NCRNA00093	0.4952
NCRNA00094	450.4148
NCRNA00095	14.1142
NCRNA00099	0.0000
NCRNA00105	203.2933
NCRNA00107	49.7710
NCRNA00110	5.4476
NCRNA00111	0.0000
NCRNA00112	0.0000
NCRNA00113	0.0000
NCRNA00114	0.0000
NCRNA00115	129.2559
NCRNA00116	173.0841
NCRNA00119	0.0000
NCRNA00120	84.9325
NCRNA00152	591.0610
NCRNA00157	0.0000
NCRNA00158	17.0856
NCRNA00159	6.1904
NCRNA00160	0.0000
NCRNA00161	1.9809
NCRNA00162	4.9523
NCRNA00164	0.0000
NCRNA00167	1.4857
NCRNA00169	0.7429
NCRNA00171	12.6285
NCRNA00173	56.2090
NCRNA00174	168.3793
NCRNA00175	1.2381
NCRNA00176	183.4840
NCRNA00181	94.8372
NCRNA00182	39.8663
NCRNA00183	218.8932
NCRNA00185	23.7712
NCRNA00188	17526.5569
NCRNA00189	2.7238
NCRNA00200	0.0000
NCRNA00201	2042.0948
NCRNA00202	25.5045
NCRNA00203	0.4952
NCRNA00204B	53.7328
NCRNA00207	0.0000
NCRNA00219	4436.5482
NCRNA00230B	13.3713
NCRNA00235	10.6475
NCS1	1349.7586
NCSTN	1331.4349
NDC80	242.4167
NDE1	95.8277
NDEL1	292.6829
NDFIP1	2518.5093
NDFIP2	350.1300
NDNL2	519.0046
NDN	1703.1076
NDOR1	759.1928
NDP	0.0000
NDRG1	4403.3676
NDRG2	835.4587
NDRG3	1755.3547
NDRG4	6867.1536
NDST1	488.5477
NDST2	500.9286
NDST3	84.4373
NDST4	0.0000
NDUFA10	2325.6159
NDUFA11	3686.0220
NDUFA12	3707.3171
NDUFA13	5861.3347
NDUFA1	5335.8920
NDUFA2	4106.9704
NDUFA3	2598.4895
NDUFA4L2	797.0781
NDUFA4	3588.7087
NDUFA5	7321.5303
NDUFA6	1357.6823
NDUFA7	3088.7706
NDUFA8	1759.3166
NDUFA9	1492.1382
NDUFAB1	4379.1012
NDUFAF1	407.5771
NDUFAF2	710.9075
NDUFAF3	985.5144
NDUFAF4	342.4539
NDUFB10	3425.5293
NDUFB11	3897.7343
NDUFB1	3127.6464
NDUFB2	7082.8278
NDUFB3	1705.5838
NDUFB4	4079.7326
NDUFB5	3196.2362
NDUFB6	1155.1319
NDUFB7	8778.0116
NDUFB8	4729.4788
NDUFB9	7476.2907
NDUFC1	2581.4040
NDUFC2	897.3629
NDUFS1	371.6727
NDUFS2	2733.9359
NDUFS3	5201.9314
NDUFS4	2210.7218
NDUFS5	14237.9596
NDUFS6	4156.4937
NDUFS7	2656.9271
NDUFS8	5543.8901
NDUFV1	6904.7914
NDUFV2	1638.9749
NDUFV3	995.1715
NEAT1	7109.5704
NEBL	70.8184
NEB	54.2281
NECAB1	68.8374
NECAB2	13.3713
NECAB3	763.6499
NECAP1	1668.6889
NECAP2	817.8779
NEDD1	187.9411
NEDD4L	471.9574
NEDD4	75.5231
NEDD8	9254.1785
NEDD9	36.1520
NEFH	389.2534
NEFL	532.1283
NEFM	832.7349
NEGR1	303.5781
NEIL1	426.8912
NEIL2	499.6905
